Sample name;x;y;z;r;rNumbers
flowers1;0.0474684;0.0106623;16.0275;0.3;2
flowers1;0.0977496;0.00603547;16.2626;0.3;2
flowers1;0.122996;-0.0293787;16.6232;0.3;2
flowers1;0.264002;0.223246;15.9799;0.3;2
flowers1;0.200333;0.233316;16.2395;0.3;2
flowers1;0.261718;0.246718;16.5424;0.3;2
flowers1;0.503827;1.5818;15.592;0.3;2
flowers1;0.566335;1.63915;15.7518;0.3;2
flowers1;0.60789;1.73212;16.0328;0.3;2
flowers1;0.677553;1.78828;16.2171;0.3;2
flowers1;0.220597;1.84346;15.4379;0.3;2
flowers1;0.2912;1.92372;15.6504;0.3;2
flowers1;0.336257;1.95778;15.7625;0.3;2
flowers1;0.772402;0.159416;15.8453;0.3;2
flowers1;0.790037;0.134885;15.9613;0.3;2
flowers1;0.823774;0.0946904;16.094;0.3;2
flowers1;0.829394;0.084205;16.2001;0.3;2
flowers1;-0.408612;1.55213;15.6811;0.3;2
flowers1;-0.421488;1.58372;15.8126;0.3;2
flowers1;-0.437336;1.61321;15.9351;0.3;2
flowers1;-0.447049;1.64632;16.0271;0.3;2
spines1;-1.02311;1.70854;16.0257;0.2;10
spines1;-0.98297;1.56636;15.8191;0.2;10
spines1;-0.940424;1.39866;15.6306;0.2;10
spines1;-1.00579;1.04871;15.6526;0.2;10
spines1;-1.0469;1.03876;15.8273;0.2;10
spines1;-1.11557;1.04095;16.0106;0.2;10
spines1;-1.11926;1.04683;16.1651;0.2;10
spines1;1.44036;1.29631;15.2465;0.2;10
spines1;1.55419;1.35983;15.3278;0.2;10
spines1;1.64467;1.42022;15.4174;0.2;10
spines1;1.08741;2.13937;14.9671;0.2;10
spines1;0.00567869;2.9298;14.7828;0.2;10
spines1;0.0495414;2.79839;14.7626;0.2;10
spines1;0.305384;2.6401;14.6245;0.2;10
spines1;0.225395;2.56184;14.6362;0.2;10
spines1;-1.44897;1.31237;15.4227;0.2;10
spines1;-1.48456;1.36825;15.4908;0.2;10
spines1;-1.5214;1.41836;15.5738;0.2;10
spines1;-0.697896;0.404081;15.8643;0.2;10
spines1;-0.735999;0.528367;15.8872;0.2;10
spines1;-0.708773;0.550385;15.989;0.2;10
spines1;-0.210704;-0.624576;15.9143;0.2;10
spines1;-0.220111;-0.703494;16.0453;0.2;10
spines1;-0.248419;-0.780925;16.2261;0.2;10
spines1;-0.255323;-0.816931;16.3138;0.2;10
spines1;2.16101;0.141722;14.8248;0.2;10
spines1;2.30418;0.102879;14.882;0.2;10
spines1;2.54931;0.0618237;14.9385;0.2;10
spines1;1.51804;-0.724603;14.6858;0.2;10
spines1;2.41097;0.0691646;14.9012;0.2;10
spines1;1.51906;-0.663879;15.3878;0.2;10
