Sample name;x;y;z;r;rNumbers
fruits;-0.228781;-1.29236;16.0215;0.1;6
fruits;-0.182728;-1.29046;16.0074;0.1;6
fruits;-0.305425;-1.25744;15.7646;0.1;6
fruits;-0.260681;-1.22648;15.7589;0.1;6
fruits;0.539833;-1.781;16.0286;0.1;6
fruits;0.571127;-1.7962;16.0269;0.1;6
fruits;0.461807;-1.8211;15.6727;0.1;6
fruits;0.477543;-1.86911;15.6632;0.1;6
fruits;-0.362722;-0.698006;15.7744;0.1;6
fruits;-0.325867;-0.693423;15.7681;0.1;6
fruits;-0.102964;-0.753126;16.3855;0.1;6
fruits;-0.0349195;-0.75619;16.3637;0.1;6
fruits;-0.311023;-0.670858;16.0322;0.1;6
fruits;-0.293233;-0.703457;15.9972;0.1;6
fruits;-0.119524;-0.162158;15.8623;0.1;6
fruits;-0.0832457;-0.199379;15.8342;0.1;6
fruits;0.450583;0.0270437;16.0765;0.1;6
fruits;0.470065;-0.0145767;16.0539;0.1;6
fruits;0.45268;-0.0586178;16.2435;0.1;6
fruits;0.463783;-0.094426;16.2057;0.1;6
fruits;-0.243458;-0.0155203;15.386;0.1;6
fruits;-0.20643;-0.0457372;15.3621;0.1;6
fruits;-0.282215;0.0289716;15.1584;0.1;6
fruits;-0.242426;0.0101526;15.1379;0.1;6
fruits;-0.254965;0.0165624;15.2977;0.1;6
fruits;-0.229617;-0.0116007;15.2575;0.1;6
fruits;-0.192742;-0.133226;15.6675;0.1;6
fruits;-0.165772;-0.155325;15.6132;0.1;6
fruits;-0.216686;-0.093774;15.5231;0.1;6
fruits;-0.175819;-0.12002;15.4986;0.1;6
fruits;0.0891109;-1.65692;15.9442;0.1;6
fruits;0.1274;-1.6271;15.96;0.1;6
fruits;0.0260873;-1.69017;15.6974;0.1;6
fruits;0.0658446;-1.60067;15.691;0.1;6
fruits;1.35117;-1.33169;16.0972;0.1;6
fruits;1.41549;-1.35866;16.0948;0.1;6
fruits;1.48142;-0.861951;16.1667;0.1;6
fruits;1.53201;-0.854974;16.1872;0.1;6
fruits;1.52442;-0.904927;15.7009;0.1;6
fruits;1.55267;-0.898314;15.7355;0.1;6
fruits;1.55353;-0.83544;15.5672;0.1;6
fruits;1.60136;-0.817131;15.5972;0.1;6
fruits;1.56855;-0.713826;15.1751;0.1;6
fruits;1.58634;-0.677977;15.1971;0.1;6
fruits;-0.307276;0.133924;14.9208;0.1;6
fruits;-0.298876;0.106741;14.9105;0.1;6
fruits;0.271966;0.327837;15.138;0.1;6
fruits;0.297853;0.293425;15.1227;0.1;6
fruits;0.978907;-0.137673;16.3105;0.1;6
fruits;0.960628;-0.183051;16.2593;0.1;6
fruits;-0.135906;-1.69488;14.9926;0.1;6
fruits;-0.166732;-1.7506;14.9968;0.1;6
fruits;-0.103657;-1.66325;15.2666;0.1;6
fruits;-0.121044;-1.69789;15.282;0.1;6
fruits;-0.193251;-1.74946;14.2708;0.1;6
fruits;-0.250668;-1.79516;14.2804;0.1;6
fruits;0.837368;0.237432;15.1086;0.1;6
fruits;0.823192;0.193577;15.114;0.1;6
fruits;1.0538;-0.021747;15.8402;0.1;6
fruits;1.04434;-0.0540036;15.8235;0.1;6
fruits;-0.345864;-1.15993;15.6455;0.1;6
fruits;-0.373436;-1.17125;15.6714;0.1;6
fruits;-0.42381;-1.15182;15.5628;0.1;6
fruits;-0.439799;-1.18281;15.5949;0.1;6
fruits;-0.726393;-1.24361;14.2047;0.1;6
fruits;-0.760609;-1.29664;14.2355;0.1;6
fruits;-0.331338;-1.65667;13.8531;0.1;6
fruits;-0.358324;-1.66886;13.8189;0.1;6
fruits;-0.16746;-1.72675;14.5479;0.1;6
fruits;-0.158477;-1.76218;14.5515;0.1;6
fruits;-0.124266;-1.656;15.1195;0.1;6
fruits;-0.183603;-1.69275;15.142;0.1;6
fruits;-0.619882;-1.22125;14.7839;0.1;6
fruits;-0.624312;-1.25066;14.8062;0.1;6
fruits;-0.102613;-0.344886;15.2014;0.1;6
fruits;-0.61419;-0.514815;15.2004;0.1;6
fruits;1.43449;-0.452849;15.6341;0.1;6
fruits;1.48424;-0.458649;15.6486;0.1;6
fruits;0.146585;0.504726;14.2237;0.1;6
fruits;0.117511;0.537237;14.236;0.1;6
fruits;-0.485128;0.150421;14.3684;0.1;6
fruits;-0.522044;0.171855;14.4009;0.1;6
fruits;-0.793334;-0.462433;14.3878;0.1;6
fruits;-0.827128;-0.46337;14.4216;0.1;6
fruits;-0.742166;-0.527775;14.5516;0.1;6
fruits;-0.801991;-0.553298;14.5992;0.1;6
fruits;-0.497144;-0.56855;15.3804;0.1;6
fruits;-0.518716;-0.578554;15.4196;0.1;6
