CLUSTERID1	interact	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	shmotifs	topX	topXinNode
4198	motif_305	4229	-2.0119	0	0.768916	0.518164	790	NA	NA	NA
4198	motif_350	4229	-2.0119	0	0.768916	0.518164	790	NA	NA	NA
1238	motif_360	1710	-28.0308	0	0.811951	0.489908	792	NA	NA	NA
1238	motif_414	1710	-28.0308	0	0.811951	0.489908	792	NA	NA	NA
438	motif_305	441	-0.000183105	0	0.804546	0.555451	799	NA	NA	NA
438	motif_345	441	-0.000183105	0	0.804546	0.555451	799	NA	NA	NA
438	motif_350	441	-0.000183105	0	0.804546	0.555451	799	NA	NA	NA
434	motif_248	438	-0.000732422	0	0.78588	0.487756	799	NA	NA	NA
434	motif_350	438	-0.000732422	0	0.78588	0.487756	799	NA	NA	NA
434	motif_157	442	-0.00128174	0	0.789248	0.566915	799	NA	NA	NA
434	motif_18	442	-0.00128174	0	0.789248	0.566915	799	NA	NA	NA
434	motif_350	442	-0.00128174	0	0.789248	0.566915	799	NA	NA	NA
434	motif_468	442	-0.00128174	0	0.789248	0.566915	799	NA	NA	NA
431	motif_292	436	-0.0020752	0	0.795855	0.498575	801	NA	NA	NA
431	motif_321	436	-0.0020752	0	0.795855	0.498575	801	NA	NA	NA
431	motif_350	436	-0.0020752	0	0.795855	0.498575	801	NA	NA	NA
431	motif_468	436	-0.0020752	0	0.795855	0.498575	801	NA	NA	NA
3801	motif_125	4051	-18.0168	0	0.701306	0.408132	810	NA	NA	NA
3801	motif_350	4051	-18.0168	0	0.701306	0.408132	810	NA	NA	NA
3446	motif_31	3800	-28.0404	0	0.689713	0.404704	811	NA	NA	NA
3957	motif_162	4958	-114.069	0	0.537253	0.40084	812	NA	NA	NA
3189	motif_172	4779	-142.135	0	0.79693	0.468045	823	NA	NA	NA
3189	motif_286	4779	-142.135	0	0.79693	0.468045	823	NA	NA	NA
3412	motif_286	4779	-124.125	0	0.723525	0.438658	823	NA	NA	NA
3189	motif_286	3412	-18.0102	0	0.723134	0.536393	823	NA	NA	NA
2465	motif_207	2466	-0.0020752	0	0.780599	0.504005	830	NA	NA	NA
577	motif_316	582	-0.108734	0	0.869219	0.572215	832	NA	NA	NA
577	motif_321	582	-0.108734	0	0.869219	0.572215	832	NA	NA	NA
577	motif_413	582	-0.108734	0	0.869219	0.572215	832	NA	NA	NA
996	motif_413	1452	-28.0316	0	0.69073	0.4755	832	NA	NA	NA
996	motif_491	1452	-28.0316	0	0.69073	0.4755	832	NA	NA	NA
577	motif_157	1452	-60.0207	0	0.663402	0.491851	832	NA	NA	NA
577	motif_316	1452	-60.0207	0	0.663402	0.491851	832	NA	NA	NA
577	motif_413	1452	-60.0207	0	0.663402	0.491851	832	NA	NA	NA
238	motif_414	2083	-148.088	0	0.645695	0.403739	833	NA	NA	NA
237	motif_135	410	-30.0108	0	0.746954	0.503343	838	NA	NA	NA
237	motif_360	410	-30.0108	0	0.746954	0.503343	838	NA	NA	NA
181	motif_158	189	-2.01572	0	0.604715	0.434775	839	NA	NA	NA
137	motif_447	189	-17.0263	0	0.563825	0.475495	839	NA	NA	NA
144	motif_414	181	-13.9792	0	0.740411	0.466746	839	NA	NA	NA
137	motif_415	186	-15.9961	0	0.584705	0.418262	839	NA	NA	NA
67	motif_447	137	-18.0102	0	0.588413	0.553309	839	NA	NA	NA
189	motif_158	190	-0.00186157	0	0.638367	0.443846	839	NA	NA	NA
189	motif_360	190	-0.00186157	0	0.638367	0.443846	839	NA	NA	NA
64	motif_435	140	-18.0111	0	0.551684	0.425545	855	NA	NA	NA
679	motif_157	1052	-28.0344	0	0.720234	0.482737	857	NA	NA	NA
679	motif_342	1052	-28.0344	0	0.720234	0.482737	857	NA	NA	NA
3414	motif_32	4169	-58.0434	0	0.746009	0.594063	861	NA	NA	NA
3414	motif_400	4169	-58.0434	0	0.746009	0.594063	861	NA	NA	NA
3414	motif_413	4169	-58.0434	0	0.746009	0.594063	861	NA	NA	NA
3080	motif_162	3414	-27.9943	0	0.783602	0.615675	861	NA	NA	NA
3080	motif_180	3414	-27.9943	0	0.783602	0.615675	861	NA	NA	NA
3080	motif_413	3414	-27.9943	0	0.783602	0.615675	861	NA	NA	NA
3080	motif_458	3414	-27.9943	0	0.783602	0.615675	861	NA	NA	NA
3080	motif_476	3414	-27.9943	0	0.783602	0.615675	861	NA	NA	NA
3080	motif_491	3414	-27.9943	0	0.783602	0.615675	861	NA	NA	NA
1796	motif_135	2085	-18.0104	0	0.706518	0.430949	868	NA	NA	NA
1796	motif_360	2085	-18.0104	0	0.706518	0.430949	868	NA	NA	NA
1537	motif_169	1889	-18.0597	0	0.626692	0.470517	869	NA	NA	NA
1537	motif_214	1889	-18.0597	0	0.626692	0.470517	869	NA	NA	NA
928	motif_160	929	-3.05176e-05	0	0.837723	0.421223	872	NA	NA	NA
928	motif_18	929	-3.05176e-05	0	0.837723	0.421223	872	NA	NA	NA
928	motif_216	929	-3.05176e-05	0	0.837723	0.421223	872	NA	NA	NA
928	motif_342	929	-3.05176e-05	0	0.837723	0.421223	872	NA	NA	NA
928	motif_415	929	-3.05176e-05	0	0.837723	0.421223	872	NA	NA	NA
1193	motif_128	3548	-162.055	0	0.780602	0.474174	875	NA	NA	NA
1193	motif_282	3548	-162.055	0	0.780602	0.474174	875	NA	NA	NA
1193	motif_128	1472	-17.0253	0	0.763191	0.584152	875	NA	NA	NA
1193	motif_282	1472	-17.0253	0	0.763191	0.584152	875	NA	NA	NA
1193	motif_415	1472	-17.0253	0	0.763191	0.584152	875	NA	NA	NA
2715	motif_280	2719	-0.0112305	0	0.681776	0.550584	880	NA	NA	NA
2715	motif_89	2719	-0.0112305	0	0.681776	0.550584	880	NA	NA	NA
1196	motif_160	1418	-14.0157	0	0.717589	0.457954	885	NA	NA	NA
1196	motif_125	1423	-14.0252	0	0.74241	0.453009	885	NA	NA	NA
1418	motif_134	1423	-0.00952148	0	0.779243	0.495777	885	NA	NA	NA
1418	motif_441	1423	-0.00952148	0	0.779243	0.495777	885	NA	NA	NA
5034	motif_157	5074	-7.99695	0	0.750242	0.588065	886	NA	NA	NA
5034	motif_169	5074	-7.99695	0	0.750242	0.588065	886	NA	NA	NA
5034	motif_18	5074	-7.99695	0	0.750242	0.588065	886	NA	NA	NA
5034	motif_350	5074	-7.99695	0	0.750242	0.588065	886	NA	NA	NA
5034	motif_91	5074	-7.99695	0	0.750242	0.588065	886	NA	NA	NA
5074	motif_114	5228	-36.4999	0	0.744991	0.546921	886	NA	NA	NA
5074	motif_157	5228	-36.4999	0	0.744991	0.546921	886	NA	NA	NA
5074	motif_18	5228	-36.4999	0	0.744991	0.546921	886	NA	NA	NA
5074	motif_350	5228	-36.4999	0	0.744991	0.546921	886	NA	NA	NA
5034	motif_157	5228	-44.4969	0	0.721843	0.538476	886	NA	NA	NA
5034	motif_18	5228	-44.4969	0	0.721843	0.538476	886	NA	NA	NA
5034	motif_350	5228	-44.4969	0	0.721843	0.538476	886	NA	NA	NA
5034	motif_73	5228	-44.4969	0	0.721843	0.538476	886	NA	NA	NA
3760	motif_146	3790	-2.01611	0	0.762919	0.585083	891	NA	NA	NA
3760	motif_17	3790	-2.01611	0	0.762919	0.585083	891	NA	NA	NA
3760	motif_18	3790	-2.01611	0	0.762919	0.585083	891	NA	NA	NA
3760	motif_197	3790	-2.01611	0	0.762919	0.585083	891	NA	NA	NA
3760	motif_216	3790	-2.01611	0	0.762919	0.585083	891	NA	NA	NA
3760	motif_224	3790	-2.01611	0	0.762919	0.585083	891	NA	NA	NA
3760	motif_305	3790	-2.01611	0	0.762919	0.585083	891	NA	NA	NA
3760	motif_350	3790	-2.01611	0	0.762919	0.585083	891	NA	NA	NA
4980	motif_146	5024	-8.52014	0	0.792245	0.454431	894	NA	NA	NA
4980	motif_18	5024	-8.52014	0	0.792245	0.454431	894	NA	NA	NA
4980	motif_248	5024	-8.52014	0	0.792245	0.454431	894	NA	NA	NA
4980	motif_466	5024	-8.52014	0	0.792245	0.454431	894	NA	NA	NA
4980	motif_95	5024	-8.52014	0	0.792245	0.454431	894	NA	NA	NA
5385	motif_18	5387	-0.00262451	0	0.695516	0.403708	903	NA	NA	NA
5385	motif_207	5387	-0.00262451	0	0.695516	0.403708	903	NA	NA	NA
5385	motif_95	5387	-0.00262451	0	0.695516	0.403708	903	NA	NA	NA
5305	motif_18	5387	-38.0494	0	0.733303	0.510265	903	NA	NA	NA
5305	motif_207	5387	-38.0494	0	0.733303	0.510265	903	NA	NA	NA
5305	motif_387	5387	-38.0494	0	0.733303	0.510265	903	NA	NA	NA
5305	motif_95	5387	-38.0494	0	0.733303	0.510265	903	NA	NA	NA
5305	motif_18	5385	-38.0468	0	0.682959	0.417287	903	NA	NA	NA
5305	motif_207	5385	-38.0468	0	0.682959	0.417287	903	NA	NA	NA
5305	motif_95	5385	-38.0468	0	0.682959	0.417287	903	NA	NA	NA
5369	motif_218	5389	-13.9783	0	0.759003	0.563914	905	NA	NA	NA
5369	motif_286	5389	-13.9783	0	0.759003	0.563914	905	NA	NA	NA
5369	motif_413	5389	-13.9783	0	0.759003	0.563914	905	NA	NA	NA
5369	motif_443	5389	-13.9783	0	0.759003	0.563914	905	NA	NA	NA
1698	motif_281	1956	-14.0177	0	0.818552	0.603857	906	NA	NA	NA
645	motif_245	828	-13.9772	0	0.580461	0.440123	917	NA	NA	NA
496	motif_392	626	-13.9787	0	0.797388	0.559932	919	NA	NA	NA
825	motif_117	826	-0.000183105	0	0.877946	0.641769	919	NA	NA	NA
825	motif_154	826	-0.000183105	0	0.877946	0.641769	919	NA	NA	NA
825	motif_204	826	-0.000183105	0	0.877946	0.641769	919	NA	NA	NA
825	motif_335	826	-0.000183105	0	0.877946	0.641769	919	NA	NA	NA
825	motif_456	826	-0.000183105	0	0.877946	0.641769	919	NA	NA	NA
626	motif_392	825	-15.9951	0	0.789677	0.591937	919	NA	NA	NA
481	motif_474	626	-17.0267	0	0.849061	0.580633	919	NA	NA	NA
824	motif_114	1656	-52.0165	0	0.754273	0.462625	920	NA	NA	NA
824	motif_157	1656	-52.0165	0	0.754273	0.462625	920	NA	NA	NA
824	motif_281	1656	-52.0165	0	0.754273	0.462625	920	NA	NA	NA
1318	motif_114	1656	-18.0105	0	0.806099	0.553439	920	NA	NA	NA
824	motif_114	1318	-34.006	0	0.817003	0.526804	920	NA	NA	NA
824	motif_305	1318	-34.006	0	0.817003	0.526804	920	NA	NA	NA
822	motif_18	1036	-15.9951	0	0.746941	0.509918	924	NA	NA	NA
822	motif_292	1036	-15.9951	0	0.746941	0.509918	924	NA	NA	NA
822	motif_387	1036	-15.9951	0	0.746941	0.509918	924	NA	NA	NA
2950	motif_157	3308	-29.0167	0	0.630359	0.464902	935	NA	NA	NA
2950	motif_169	3308	-29.0167	0	0.630359	0.464902	935	NA	NA	NA
2950	motif_18	3308	-29.0167	0	0.630359	0.464902	935	NA	NA	NA
5312	motif_383	5484	-84.1295	0	0.752517	0.416076	938	NA	NA	NA
5312	motif_397	5484	-84.1295	0	0.752517	0.416076	938	NA	NA	NA
1716	motif_350	1721	-0.0254822	0	0.712686	0.513859	945	NA	NA	NA
1716	motif_390	1721	-0.0254822	0	0.712686	0.513859	945	NA	NA	NA
2145	motif_198	2398	-17.0119	0	0.807726	0.590967	947	NA	NA	NA
2145	motif_207	2398	-17.0119	0	0.807726	0.590967	947	NA	NA	NA
2145	motif_342	2398	-17.0119	0	0.807726	0.590967	947	NA	NA	NA
2145	motif_431	2398	-17.0119	0	0.807726	0.590967	947	NA	NA	NA
2145	motif_483	2398	-17.0119	0	0.807726	0.590967	947	NA	NA	NA
2145	motif_66	2398	-17.0119	0	0.807726	0.590967	947	NA	NA	NA
1033	motif_201	1270	-15.9931	0	0.621103	0.557326	950	NA	NA	NA
1271	motif_132	1589	-18.0478	0	0.741429	0.649356	952	NA	NA	NA
1271	motif_149	1589	-18.0478	0	0.741429	0.649356	952	NA	NA	NA
1271	motif_157	1589	-18.0478	0	0.741429	0.649356	952	NA	NA	NA
1271	motif_393	1589	-18.0478	0	0.741429	0.649356	952	NA	NA	NA
1271	motif_458	1589	-18.0478	0	0.741429	0.649356	952	NA	NA	NA
1271	motif_491	1589	-18.0478	0	0.741429	0.649356	952	NA	NA	NA
2562	motif_132	2563	-0.00183105	0	0.765554	0.609517	952	NA	NA	NA
2562	motif_149	2563	-0.00183105	0	0.765554	0.609517	952	NA	NA	NA
2562	motif_218	2563	-0.00183105	0	0.765554	0.609517	952	NA	NA	NA
2562	motif_316	2563	-0.00183105	0	0.765554	0.609517	952	NA	NA	NA
2562	motif_458	2563	-0.00183105	0	0.765554	0.609517	952	NA	NA	NA
2562	motif_476	2563	-0.00183105	0	0.765554	0.609517	952	NA	NA	NA
2562	motif_491	2563	-0.00183105	0	0.765554	0.609517	952	NA	NA	NA
493	motif_458	2563	-140.084	0	0.759375	0.567352	952	NA	NA	NA
493	motif_476	2563	-140.084	0	0.759375	0.567352	952	NA	NA	NA
1589	motif_132	2562	-60.0201	0	0.76226	0.540901	952	NA	NA	NA
1589	motif_149	2562	-60.0201	0	0.76226	0.540901	952	NA	NA	NA
1589	motif_218	2562	-60.0201	0	0.76226	0.540901	952	NA	NA	NA
1589	motif_458	2562	-60.0201	0	0.76226	0.540901	952	NA	NA	NA
1589	motif_476	2562	-60.0201	0	0.76226	0.540901	952	NA	NA	NA
1589	motif_491	2562	-60.0201	0	0.76226	0.540901	952	NA	NA	NA
1589	motif_132	2563	-60.022	0	0.762612	0.577513	952	NA	NA	NA
1589	motif_149	2563	-60.022	0	0.762612	0.577513	952	NA	NA	NA
1589	motif_157	2563	-60.022	0	0.762612	0.577513	952	NA	NA	NA
1589	motif_218	2563	-60.022	0	0.762612	0.577513	952	NA	NA	NA
1589	motif_458	2563	-60.022	0	0.762612	0.577513	952	NA	NA	NA
1589	motif_476	2563	-60.022	0	0.762612	0.577513	952	NA	NA	NA
1589	motif_491	2563	-60.022	0	0.762612	0.577513	952	NA	NA	NA
4978	motif_199	5144	-33.9842	0	0.670932	0.418182	953	NA	NA	NA
1133	motif_105	1267	-9.99487	0	0.678617	0.490866	959	NA	NA	NA
1133	motif_157	1267	-9.99487	0	0.678617	0.490866	959	NA	NA	NA
1130	motif_105	1267	-10.0145	0	0.687494	0.497352	959	NA	NA	NA
1130	motif_157	1267	-10.0145	0	0.687494	0.497352	959	NA	NA	NA
1130	motif_105	1133	-0.0195923	0	1	1	959	NA	NA	NA
1130	motif_157	1133	-0.0195923	0	1	1	959	NA	NA	NA
1130	motif_17	1133	-0.0195923	0	1	1	959	NA	NA	NA
1130	motif_189	1133	-0.0195923	0	1	1	959	NA	NA	NA
1130	motif_207	1133	-0.0195923	0	1	1	959	NA	NA	NA
1130	motif_305	1133	-0.0195923	0	1	1	959	NA	NA	NA
1130	motif_393	1133	-0.0195923	0	1	1	959	NA	NA	NA
1130	motif_70	1133	-0.0195923	0	1	1	959	NA	NA	NA
2793	motif_143	2796	-0.0236816	0	1	0.999998	966	NA	NA	NA
2793	motif_175	2796	-0.0236816	0	1	0.999998	966	NA	NA	NA
1475	motif_414	1994	-28.0307	0	0.83486	0.412446	970	NA	NA	NA
1475	motif_144	2401	-56.0623	0	0.845046	0.429415	970	NA	NA	NA
2773	motif_236	3013	-17.028	0	0.622724	0.541032	971	NA	NA	NA
3014	motif_157	3016	-0.00494385	0	0.783762	0.575126	973	NA	NA	NA
3014	motif_18	3016	-0.00494385	0	0.783762	0.575126	973	NA	NA	NA
3014	motif_53	3016	-0.00494385	0	0.783762	0.575126	973	NA	NA	NA
4189	motif_18	5032	-114.059	0	0.689388	0.415056	983	NA	NA	NA
4189	motif_483	4895	-86.0379	0	0.770841	0.510609	983	NA	NA	NA
1225	motif_228	1226	-0.00119019	0	0.711919	0.446684	984	NA	NA	NA
1225	motif_327	1226	-0.00119019	0	0.711919	0.446684	984	NA	NA	NA
2880	motif_492	3082	-16.0307	0	0.669976	0.470228	997	NA	NA	NA
3057	motif_492	3082	-2.01532	0	0.683387	0.5	997	NA	NA	NA
2880	motif_492	3057	-14.0154	0	0.808054	0.560079	997	NA	NA	NA
2886	motif_146	2888	-0.00244141	0	1	1	998	NA	NA	NA
2886	motif_169	2888	-0.00244141	0	1	1	998	NA	NA	NA
2886	motif_216	2888	-0.00244141	0	1	1	998	NA	NA	NA
2886	motif_248	2888	-0.00244141	0	1	1	998	NA	NA	NA
2886	motif_350	2888	-0.00244141	0	1	1	998	NA	NA	NA
3870	motif_212	4093	-17.0271	0	0.889928	0.439953	1004	NA	NA	NA
2110	motif_39	3495	-102.036	0	0.781467	0.422666	1008	NA	NA	NA
830	motif_186	2110	-77.0479	0	0.818114	0.558839	1008	NA	NA	NA
830	motif_39	2110	-77.0479	0	0.818114	0.558839	1008	NA	NA	NA
14	motif_157	16	-0.000701904	0	0.750452	0.656959	1012	NA	NA	NA
14	motif_365	16	-0.000701904	0	0.750452	0.656959	1012	NA	NA	NA
17	motif_17	18	-0.000732422	0	0.688325	0.428643	1013	NA	NA	NA
1923	motif_143	1927	-0.00286865	0	0.826133	0.557726	1014	NA	NA	NA
1923	motif_157	1927	-0.00286865	0	0.826133	0.557726	1014	NA	NA	NA
1923	motif_178	1927	-0.00286865	0	0.826133	0.557726	1014	NA	NA	NA
1923	motif_18	1927	-0.00286865	0	0.826133	0.557726	1014	NA	NA	NA
1923	motif_20	1927	-0.00286865	0	0.826133	0.557726	1014	NA	NA	NA
1923	motif_342	1927	-0.00286865	0	0.826133	0.557726	1014	NA	NA	NA
3129	motif_132	3904	-62.0129	0	0.797069	0.536913	1016	NA	NA	NA
3129	motif_144	3904	-62.0129	0	0.797069	0.536913	1016	NA	NA	NA
3129	motif_149	3904	-62.0129	0	0.797069	0.536913	1016	NA	NA	NA
3129	motif_42	3904	-62.0129	0	0.797069	0.536913	1016	NA	NA	NA
3129	motif_492	3904	-62.0129	0	0.797069	0.536913	1016	NA	NA	NA
3667	motif_132	3904	-19.9682	0	0.793694	0.564357	1016	NA	NA	NA
3667	motif_149	3904	-19.9682	0	0.793694	0.564357	1016	NA	NA	NA
3667	motif_42	3904	-19.9682	0	0.793694	0.564357	1016	NA	NA	NA
3667	motif_458	3904	-19.9682	0	0.793694	0.564357	1016	NA	NA	NA
3667	motif_492	3904	-19.9682	0	0.793694	0.564357	1016	NA	NA	NA
3635	motif_132	3904	-21.9842	0	0.786437	0.569178	1016	NA	NA	NA
3635	motif_149	3904	-21.9842	0	0.786437	0.569178	1016	NA	NA	NA
3635	motif_42	3904	-21.9842	0	0.786437	0.569178	1016	NA	NA	NA
3635	motif_492	3904	-21.9842	0	0.786437	0.569178	1016	NA	NA	NA
2777	motif_146	3148	-28.0353	0	0.812484	0.514816	1018	NA	NA	NA
2777	motif_18	3148	-28.0353	0	0.812484	0.514816	1018	NA	NA	NA
2777	motif_217	3148	-28.0353	0	0.812484	0.514816	1018	NA	NA	NA
2777	motif_350	3148	-28.0353	0	0.812484	0.514816	1018	NA	NA	NA
3148	motif_157	3902	-60.0701	0	0.758595	0.482664	1018	NA	NA	NA
3148	motif_178	3902	-60.0701	0	0.758595	0.482664	1018	NA	NA	NA
3148	motif_18	3902	-60.0701	0	0.758595	0.482664	1018	NA	NA	NA
3148	motif_217	3902	-60.0701	0	0.758595	0.482664	1018	NA	NA	NA
3148	motif_350	3902	-60.0701	0	0.758595	0.482664	1018	NA	NA	NA
2407	motif_178	3148	-56.0617	0	0.75257	0.513232	1018	NA	NA	NA
2407	motif_18	3148	-56.0617	0	0.75257	0.513232	1018	NA	NA	NA
2407	motif_350	3148	-56.0617	0	0.75257	0.513232	1018	NA	NA	NA
2407	motif_18	2777	-28.0264	0	0.751243	0.509876	1018	NA	NA	NA
2407	motif_350	2777	-28.0264	0	0.751243	0.509876	1018	NA	NA	NA
4226	motif_12	4767	-60.0206	0	0.648208	0.478939	1021	NA	NA	NA
4226	motif_25	4767	-60.0206	0	0.648208	0.478939	1021	NA	NA	NA
4226	motif_12	4860	-77.049	0	0.649664	0.477377	1021	NA	NA	NA
4226	motif_25	4860	-77.049	0	0.649664	0.477377	1021	NA	NA	NA
3976	motif_199	4161	-14.0148	0	0.726605	0.495482	1026	NA	NA	NA
3976	motif_308	4161	-14.0148	0	0.726605	0.495482	1026	NA	NA	NA
4068	motif_157	4417	-29.0208	0	0.810176	0.529333	1027	NA	NA	NA
4068	motif_18	4417	-29.0208	0	0.810176	0.529333	1027	NA	NA	NA
4068	motif_207	4417	-29.0208	0	0.810176	0.529333	1027	NA	NA	NA
4068	motif_214	4417	-29.0208	0	0.810176	0.529333	1027	NA	NA	NA
4068	motif_321	4417	-29.0208	0	0.810176	0.529333	1027	NA	NA	NA
4068	motif_350	4417	-29.0208	0	0.810176	0.529333	1027	NA	NA	NA
1352	motif_206	1354	-0.00268555	0	0.793441	0.548843	1033	NA	NA	NA
1352	motif_32	1354	-0.00268555	0	0.793441	0.548843	1033	NA	NA	NA
1352	motif_469	1354	-0.00268555	0	0.793441	0.548843	1033	NA	NA	NA
687	motif_217	722	-2.01596	0	0.881953	0.42156	1037	NA	NA	NA
1786	motif_316	2240	-28.032	0	0.839779	0.520534	1038	NA	NA	NA
1786	motif_162	2239	-28.0313	0	0.809366	0.421235	1038	NA	NA	NA
1786	motif_316	2239	-28.0313	0	0.809366	0.421235	1038	NA	NA	NA
1786	motif_413	2239	-28.0313	0	0.809366	0.421235	1038	NA	NA	NA
1569	motif_18	1575	-0.00109863	0	0.776128	0.530828	1047	NA	NA	NA
1569	motif_216	1575	-0.00109863	0	0.776128	0.530828	1047	NA	NA	NA
1569	motif_416	1575	-0.00109863	0	0.776128	0.530828	1047	NA	NA	NA
1568	motif_18	1575	-0.00152588	0	0.80299	0.52193	1047	NA	NA	NA
1568	motif_216	1575	-0.00152588	0	0.80299	0.52193	1047	NA	NA	NA
1568	motif_416	1575	-0.00152588	0	0.80299	0.52193	1047	NA	NA	NA
3549	motif_157	3574	-2.02173	0	0.812176	0.559937	1048	NA	NA	NA
3549	motif_18	3574	-2.02173	0	0.812176	0.559937	1048	NA	NA	NA
3549	motif_28	3574	-2.02173	0	0.812176	0.559937	1048	NA	NA	NA
3549	motif_305	3574	-2.02173	0	0.812176	0.559937	1048	NA	NA	NA
3549	motif_342	3574	-2.02173	0	0.812176	0.559937	1048	NA	NA	NA
3549	motif_350	3574	-2.02173	0	0.812176	0.559937	1048	NA	NA	NA
3549	motif_464	3574	-2.02173	0	0.812176	0.559937	1048	NA	NA	NA
3216	motif_157	3549	-26.0096	0	0.802372	0.529365	1048	NA	NA	NA
3216	motif_178	3549	-26.0096	0	0.802372	0.529365	1048	NA	NA	NA
3216	motif_18	3549	-26.0096	0	0.802372	0.529365	1048	NA	NA	NA
3216	motif_342	3549	-26.0096	0	0.802372	0.529365	1048	NA	NA	NA
3216	motif_350	3549	-26.0096	0	0.802372	0.529365	1048	NA	NA	NA
3216	motif_390	3549	-26.0096	0	0.802372	0.529365	1048	NA	NA	NA
3216	motif_464	3549	-26.0096	0	0.802372	0.529365	1048	NA	NA	NA
2096	motif_32	2135	-2.01468	0	0.675706	0.430154	1056	NA	NA	NA
2096	motif_415	2135	-2.01468	0	0.675706	0.430154	1056	NA	NA	NA
2096	motif_469	2135	-2.01468	0	0.675706	0.430154	1056	NA	NA	NA
3430	motif_162	3768	-26.0148	0	0.731524	0.465062	1058	NA	NA	NA
3430	motif_228	3768	-26.0148	0	0.731524	0.465062	1058	NA	NA	NA
3430	motif_90	3768	-26.0148	0	0.731524	0.465062	1058	NA	NA	NA
3430	motif_162	3656	-17.0264	0	0.745949	0.505529	1058	NA	NA	NA
3430	motif_458	3656	-17.0264	0	0.745949	0.505529	1058	NA	NA	NA
2288	motif_162	3430	-86.9991	0	0.710764	0.414309	1058	NA	NA	NA
2288	motif_74	3430	-86.9991	0	0.710764	0.414309	1058	NA	NA	NA
3656	motif_162	3768	-8.98846	0	0.715466	0.441223	1058	NA	NA	NA
3656	motif_25	3768	-8.98846	0	0.715466	0.441223	1058	NA	NA	NA
1061	motif_191	1303	-15.9946	0	0.72435	0.57818	1065	NA	NA	NA
1061	motif_264	1303	-15.9946	0	0.72435	0.57818	1065	NA	NA	NA
4377	motif_218	4577	-20.0426	0	0.589043	0.444747	1069	NA	NA	NA
4377	motif_316	4577	-20.0426	0	0.589043	0.444747	1069	NA	NA	NA
4377	motif_458	4577	-20.0426	0	0.589043	0.444747	1069	NA	NA	NA
4377	motif_90	4577	-20.0426	0	0.589043	0.444747	1069	NA	NA	NA
2662	motif_476	4125	-115.099	0	0.624727	0.538338	1069	NA	NA	NA
2662	motif_90	4125	-115.099	0	0.624727	0.538338	1069	NA	NA	NA
2662	motif_162	3102	-35.0369	0	0.69538	0.53736	1069	NA	NA	NA
2662	motif_476	3102	-35.0369	0	0.69538	0.53736	1069	NA	NA	NA
2662	motif_90	3102	-35.0369	0	0.69538	0.53736	1069	NA	NA	NA
4124	motif_323	4577	-42.0121	0	0.671286	0.54081	1069	NA	NA	NA
4124	motif_458	4577	-42.0121	0	0.671286	0.54081	1069	NA	NA	NA
4124	motif_476	4577	-42.0121	0	0.671286	0.54081	1069	NA	NA	NA
4124	motif_74	4577	-42.0121	0	0.671286	0.54081	1069	NA	NA	NA
2662	motif_218	4577	-157.11	0	0.623579	0.454706	1069	NA	NA	NA
2662	motif_476	4577	-157.11	0	0.623579	0.454706	1069	NA	NA	NA
2662	motif_90	4577	-157.11	0	0.623579	0.454706	1069	NA	NA	NA
598	motif_192	599	-0.000793457	0	0.636973	0.452966	1070	NA	NA	NA
598	motif_201	599	-0.000793457	0	0.636973	0.452966	1070	NA	NA	NA
2705	motif_158	2706	-0.0020752	0	1	0.999999	1074	NA	NA	NA
2705	motif_454	2706	-0.0020752	0	1	0.999999	1074	NA	NA	NA
457	motif_248	962	-44.0603	0	0.81051	0.495555	1095	NA	NA	NA
457	motif_350	962	-44.0603	0	0.81051	0.495555	1095	NA	NA	NA
927	motif_169	1110	-13.9799	0	0.802622	0.537624	1095	NA	NA	NA
927	motif_292	1110	-13.9799	0	0.802622	0.537624	1095	NA	NA	NA
913	motif_264	1108	-14.0155	0	0.802221	0.580846	1095	NA	NA	NA
913	motif_305	1108	-14.0155	0	0.802221	0.580846	1095	NA	NA	NA
1331	motif_1	1333	-0.00012207	0	0.818651	0.492719	1095	NA	NA	NA
1331	motif_169	1333	-0.00012207	0	0.818651	0.492719	1095	NA	NA	NA
1331	motif_350	1333	-0.00012207	0	0.818651	0.492719	1095	NA	NA	NA
1331	motif_365	1333	-0.00012207	0	0.818651	0.492719	1095	NA	NA	NA
1331	motif_5	1333	-0.00012207	0	0.818651	0.492719	1095	NA	NA	NA
1328	motif_350	1333	-0.000457764	0	0.878083	0.553265	1095	NA	NA	NA
455	motif_248	457	-0.00134277	0	0.823047	0.447346	1095	NA	NA	NA
455	motif_350	457	-0.00134277	0	0.823047	0.447346	1095	NA	NA	NA
455	motif_399	457	-0.00134277	0	0.823047	0.447346	1095	NA	NA	NA
926	motif_63	927	-0.000274658	0	0.834202	0.469671	1095	NA	NA	NA
1105	motif_350	1325	-14.0148	0	0.812978	0.495127	1095	NA	NA	NA
1105	motif_365	1325	-14.0148	0	0.812978	0.495127	1095	NA	NA	NA
927	motif_169	1105	-13.9796	0	0.834844	0.553927	1095	NA	NA	NA
927	motif_292	1105	-13.9796	0	0.834844	0.553927	1095	NA	NA	NA
926	motif_248	962	-2.0141	0	0.830863	0.44387	1095	NA	NA	NA
926	motif_365	1105	-13.9799	0	0.817807	0.535218	1095	NA	NA	NA
1105	motif_350	1328	-14.015	0	0.803417	0.536333	1095	NA	NA	NA
