CLUSTERID1	interact	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	shmotifs	topX	topXinNode
1	cosine	1	0	1	1	1	-1	motif_415	0	0
10	cosine	10	0	1	1	1	-1		0	0
100	cosine	100	0	1	1	1	-1	motif_413	0	0
1000	cosine	1000	0	1	1	1	-1	motif_206,motif_90	0	0
1001	cosine	1001	0	1	1	1	-1	motif_245	0	0
1002	cosine	1002	0	1	1	1	-1	motif_13,motif_206,motif_264,motif_306	0	0
1003	cosine	1003	0	1	1	1	-1	motif_288,motif_310,motif_344,motif_374,motif_480	0	0
1004	cosine	3246	-150.106	0	0.658913	0.43349	45	motif_218	motif_190,motif_218,motif_280,motif_19,motif_342	motif_218
1005	cosine	1205	-12.0352	0	0.676095	0.550991	45	motif_18,motif_190,motif_248,motif_417	motif_190,motif_218,motif_280,motif_19,motif_342	motif_190
1005	cosine	1462	-28.0318	0	0.821358	0.59347	45	motif_190,motif_248,motif_281,motif_369,motif_417	motif_190,motif_218,motif_280,motif_19,motif_342	motif_190
1006	cosine	1006	0	1	1	1	-1	motif_264	0	0
1007	cosine	1007	0	1	1	1	-1	motif_344,motif_415	0	0
1008	cosine	1236	-14.0165	0	0.894178	0.531197	444		motif_209,motif_300,motif_93,motif_135,motif_298	
1008	cosine	1493	-30.0101	0	0.809007	0.583678	444		motif_209,motif_300,motif_93,motif_135,motif_298	
1009	cosine	1009	0	1	1	1	-1	motif_152,motif_310,motif_374,motif_415,motif_425,motif_480	0	0
101	cosine	118	-0.000610352	0	0.671831	0.45395	70	motif_343	motif_415,motif_170,motif_343,motif_400,motif_413	motif_343
1010	cosine	2004	-58.0067	0	0.636181	0.411198	84	motif_167,motif_249	motif_400,motif_132,motif_148,motif_167,motif_249	motif_167,motif_249
1012	cosine	1024	-0.982788	0	0.671934	0.432838	34		motif_187,motif_360,motif_444,motif_129,motif_230	
1013	cosine	1240	-14.0155	0	0.835089	0.49376	340	motif_158,motif_360	motif_73,motif_483,motif_191,motif_455,motif_157	
1014	cosine	1014	0	1	1	1	-1	motif_281,motif_374	0	0
1015	cosine	1015	0	1	1	1	-1	motif_135,motif_158,motif_263,motif_269,motif_342,motif_360,motif_414	0	0
1016	cosine	1016	0	1	1	1	-1	motif_135,motif_158,motif_350,motif_360,motif_374	0	0
1017	cosine	1018	-0.00134277	0	0.78818	0.436104	782	motif_158	motif_158,NA,NA,NA,NA	motif_158
1019	cosine	1019	0	1	1	1	-1	motif_135,motif_157,motif_158,motif_345,motif_360	0	0
102	cosine	102	0	1	1	1	-1	motif_281,motif_341	0	0
1020	cosine	1877	-50.1091	0	0.851583	0.492683	264	motif_316,motif_413,motif_415	motif_458,motif_316,motif_415,motif_413,motif_119	motif_316,motif_413,motif_415
1020	cosine	2306	-78.1415	0	0.834902	0.576195	264	motif_458	motif_458,motif_316,motif_415,motif_413,motif_119	motif_458
1020	cosine	2308	-78.1419	0	0.858745	0.491037	264	motif_316,motif_413,motif_415,motif_458,motif_491	motif_458,motif_316,motif_415,motif_413,motif_119	motif_316,motif_413,motif_415,motif_458
1021	cosine	1021	0	1	1	1	-1	motif_157,motif_201,motif_221,motif_316,motif_431,motif_465,motif_74,motif_90	0	0
1022	cosine	1022	0	1	1	1	-1	motif_162,motif_201,motif_90	0	0
1023	cosine	1023	0	1	1	1	-1	motif_157,motif_176,motif_192,motif_221,motif_254,motif_294,motif_447,motif_458,motif_66	0	0
1024	cosine	1265	-17.0278	0	0.692696	0.452269	34		motif_187,motif_360,motif_444,motif_129,motif_230	
1025	cosine	1025	0	1	1	1	-1		0	0
1026	cosine	1026	0	1	1	1	-1	motif_105,motif_458	0	0
1027	cosine	1027	0	1	1	1	-1	motif_105,motif_316,motif_458,motif_465	0	0
1028	cosine	1028	0	1	1	1	-1	motif_415	0	0
1029	cosine	1029	0	1	1	1	-1	motif_316,motif_467	0	0
103	cosine	169	-18.0106	0	0.602364	0.419958	90		motif_413,NA,NA,NA,NA	
103	cosine	228	-35.0371	0	0.622698	0.467241	90	motif_413	motif_413,NA,NA,NA,NA	motif_413
1031	cosine	1287	-17.027	0	0.843492	0.571618	186	motif_132,motif_149,motif_176,motif_458,motif_491	motif_176,motif_458,motif_149,motif_491,motif_132	motif_132,motif_149,motif_176,motif_458,motif_491
1031	cosine	1814	-44.0641	0	0.836963	0.598175	186	motif_149,motif_176,motif_458	motif_176,motif_458,motif_149,motif_491,motif_132	motif_149,motif_176,motif_458
1031	cosine	1835	-46.0793	0	0.857119	0.562756	186	motif_149,motif_176,motif_458	motif_176,motif_458,motif_149,motif_491,motif_132	motif_149,motif_176,motif_458
1031	cosine	1836	-46.08	0	0.829669	0.512125	186	motif_149,motif_176,motif_221,motif_458,motif_465,motif_491	motif_176,motif_458,motif_149,motif_491,motif_132	motif_149,motif_176,motif_458,motif_491
1032	cosine	1032	0	1	1	1	-1	motif_176,motif_201,motif_408,motif_465,motif_492,motif_90	0	0
1033	cosine	1270	-15.9931	0	0.621103	0.557326	950	motif_201	motif_201,NA,NA,NA,NA	motif_201
1034	cosine	1034	0	1	1	1	-1	motif_207,motif_350,motif_5	0	0
1035	cosine	1035	0	1	1	1	-1	motif_217,motif_342,motif_345,motif_415,motif_42	0	0
1037	cosine	1037	0	1	1	1	-1	motif_160,motif_194,motif_248,motif_415	0	0
1038	cosine	1038	0	1	1	1	-1	motif_281,motif_483	0	0
1039	cosine	1040	-0.0289001	0	0.996132	0.994837	1299	motif_350,motif_47	motif_47,motif_350,NA,NA,NA	motif_350,motif_47
1039	cosine	1042	-0.030365	0	0.702154	0.554283	1299	motif_350,motif_47	motif_47,motif_350,NA,NA,NA	motif_350,motif_47
1039	cosine	1044	-0.0311279	0	0.714711	0.520402	1299	motif_47	motif_47,motif_350,NA,NA,NA	motif_47
104	cosine	104	0	1	1	1	-1		0	0
1041	cosine	1041	0	1	1	1	-1	motif_169,motif_18,motif_194,motif_217,motif_292,motif_305,motif_350,motif_415,motif_47	0	0
1043	cosine	1043	0	1	1	1	-1	motif_131,motif_157,motif_169,motif_216,motif_224,motif_47	0	0
1045	cosine	1045	0	1	1	1	-1	motif_157,motif_224,motif_264,motif_305,motif_350,motif_47	0	0
1046	cosine	1046	0	1	1	1	-1	motif_157,motif_248,motif_305,motif_350,motif_5	0	0
1048	cosine	1048	0	1	1	1	-1	motif_158,motif_445,motif_447	0	0
1049	cosine	1049	0	1	1	1	-1	motif_288	0	0
105	cosine	105	0	1	1	1	-1	motif_17,motif_281,motif_341,motif_413	0	0
1050	cosine	1050	0	1	1	1	-1	motif_114,motif_190,motif_194,motif_342,motif_425	0	0
1051	cosine	1051	0	1	1	1	-1	motif_114,motif_158,motif_250,motif_350,motif_39,motif_431,motif_461,motif_483	0	0
1052	cosine	1526	-28.0325	0	0.697885	0.406713	857		motif_157,motif_342,NA,NA,NA	
1053	cosine	1053	0	1	1	1	-1	motif_194	0	0
1054	cosine	1054	0	1	1	1	-1	motif_157,motif_191,motif_364,motif_390,motif_458,motif_483,motif_87,motif_93	0	0
1055	cosine	1055	0	1	1	1	-1	motif_191,motif_248,motif_342,motif_350,motif_84	0	0
1057	cosine	1057	0	1	1	1	-1	motif_104,motif_157,motif_245,motif_264,motif_84,motif_93	0	0
1058	cosine	1058	0	1	1	1	-1	motif_157,motif_169,motif_191,motif_194,motif_292,motif_350,motif_365	0	0
1059	cosine	1059	0	1	1	1	-1	motif_191,motif_194,motif_264,motif_365,motif_81	0	0
106	cosine	106	0	1	1	1	-1	motif_413	0	0
1060	cosine	1060	0	1	1	1	-1	motif_191,motif_194,motif_248,motif_275,motif_305,motif_365,motif_70	0	0
1061	cosine	1303	-15.9946	0	0.72435	0.57818	1065	motif_191,motif_264	motif_191,motif_264,NA,NA,NA	motif_191,motif_264
1062	cosine	1062	0	1	1	1	-1	motif_18,motif_191,motif_194,motif_415	0	0
1063	cosine	1065	-3.05176e-05	0	0.813642	0.547694	1561	motif_191	motif_191,NA,NA,NA,NA	motif_191
1064	cosine	1070	-0.000488281	0	0.809681	0.456741	550	motif_483	motif_195,motif_248,motif_281,motif_483,NA	motif_483
1064	cosine	1819	-42.0091	0	0.82666	0.586479	550	motif_248,motif_281	motif_195,motif_248,motif_281,motif_483,NA	motif_248,motif_281
1066	cosine	1066	0	1	1	1	-1	motif_18,motif_194,motif_305,motif_350,motif_365	0	0
1067	cosine	1067	0	1	1	1	-1	motif_191,motif_194,motif_7	0	0
1068	cosine	1068	0	1	1	1	-1	motif_264,motif_305,motif_84	0	0
1069	cosine	1069	0	1	1	1	-1	motif_160,motif_169,motif_191,motif_248,motif_256,motif_298,motif_415,motif_431,motif_452,motif_483	0	0
107	cosine	107	0	1	1	1	-1		0	0
1071	cosine	1071	0	1	1	1	-1	motif_104,motif_160,motif_191,motif_194,motif_248,motif_350,motif_365	0	0
1072	cosine	1072	0	1	1	1	-1	motif_264,motif_7,motif_84	0	0
1073	cosine	1073	0	1	1	1	-1	motif_194,motif_264,motif_342,motif_350,motif_390	0	0
1074	cosine	1074	0	1	1	1	-1		0	0
1075	cosine	1075	0	1	1	1	-1	motif_114,motif_157,motif_371,motif_415,motif_483,motif_492,motif_7	0	0
1076	cosine	1106	-2.01355	0	0.802446	0.565372	467		NA,NA,NA,NA,NA	
1077	cosine	1077	0	1	1	1	-1	motif_114,motif_160,motif_415,motif_483,motif_7	0	0
1078	cosine	1078	0	1	1	1	-1	motif_136,motif_157,motif_248,motif_292,motif_350,motif_431,motif_483,motif_7	0	0
1079	cosine	1079	0	1	1	1	-1	motif_169,motif_200,motif_281	0	0
108	cosine	108	0	1	1	1	-1	motif_170,motif_467	0	0
1080	cosine	1080	0	1	1	1	-1	motif_157,motif_248,motif_281,motif_305	0	0
1081	cosine	1127	-2.01498	0	0.819391	0.480576	23	motif_136,motif_169	motif_350,motif_18,motif_169,motif_248,motif_216	motif_169
1082	cosine	1082	0	1	1	1	-1	motif_18,motif_248,motif_95	0	0
1083	cosine	1545	-28.0315	0	0.810418	0.509386	45	motif_190	motif_190,motif_218,motif_280,motif_19,motif_342	motif_190
1083	cosine	2066	-56.0708	0	0.719958	0.505346	45	motif_190	motif_190,motif_218,motif_280,motif_19,motif_342	motif_190
1083	cosine	2179	-63.0483	0	0.652152	0.460064	45		motif_190,motif_218,motif_280,motif_19,motif_342	
1083	cosine	2408	-79.0564	0	0.652169	0.474575	45	motif_190,motif_207	motif_190,motif_218,motif_280,motif_19,motif_342	motif_190
1083	cosine	3246	-143.109	0	0.7009	0.502588	45		motif_190,motif_218,motif_280,motif_19,motif_342	
1084	cosine	1087	-0.0210571	0	0.77627	0.408646	552		motif_312,motif_360,motif_93,motif_95,NA	
1084	cosine	1089	-0.0229187	0	0.850408	0.465083	552	motif_95	motif_312,motif_360,motif_93,motif_95,NA	motif_95
1085	cosine	1085	0	1	1	1	-1	motif_348	0	0
1086	cosine	1086	0	1	1	1	-1	motif_191,motif_194	0	0
1087	cosine	1089	-0.00186157	0	0.821453	0.466507	552	motif_312,motif_360	motif_312,motif_360,motif_93,motif_95,NA	motif_312,motif_360
1088	cosine	1847	-42.995	0	0.770626	0.491719	106	motif_18,motif_20,motif_248,motif_350	motif_18,motif_20,motif_248,motif_350,NA	motif_18,motif_20,motif_248,motif_350
1089	cosine	1292	-14.0161	0	0.817087	0.413653	552	motif_93	motif_312,motif_360,motif_93,motif_95,NA	motif_93
109	cosine	109	0	1	1	1	-1	motif_341,motif_413,motif_74	0	0
1090	cosine	1090	0	1	1	1	-1	motif_157,motif_169,motif_18,motif_207,motif_235,motif_248,motif_305,motif_387,motif_414,motif_418,motif_95	0	0
1093	cosine	1295	-14.0157	0	0.832378	0.547704	55	motif_78	motif_78,motif_199,motif_427,motif_44,motif_255	motif_78
1093	cosine	1549	-28.0317	0	0.831992	0.563559	55	motif_78	motif_78,motif_199,motif_427,motif_44,motif_255	motif_78
1093	cosine	2522	-88.0512	0	0.809799	0.540919	55	motif_78	motif_78,motif_199,motif_427,motif_44,motif_255	motif_78
1093	cosine	2523	-88.0528	0	0.832154	0.560013	55	motif_451,motif_78	motif_78,motif_199,motif_427,motif_44,motif_255	motif_78
1093	cosine	2972	-120.041	0	0.836609	0.424513	55		motif_78,motif_199,motif_427,motif_44,motif_255	
1093	cosine	3142	-134.058	0	0.837211	0.436171	55	motif_32,motif_78	motif_78,motif_199,motif_427,motif_44,motif_255	motif_78
1093	cosine	3309	-148.076	0	0.84932	0.425792	55	motif_32,motif_78	motif_78,motif_199,motif_427,motif_44,motif_255	motif_78
1093	cosine	3531	-165.1	0	0.82437	0.519086	55	motif_78	motif_78,motif_199,motif_427,motif_44,motif_255	motif_78
1095	cosine	1095	0	1	1	1	-1	motif_281	0	0
1096	cosine	1096	0	1	1	1	-1	motif_157,motif_18,motif_222,motif_281,motif_305,motif_337,motif_387,motif_425,motif_5,motif_82	0	0
1098	cosine	1098	0	1	1	1	-1	motif_125,motif_157,motif_18,motif_264,motif_28,motif_291,motif_337,motif_350,motif_81,motif_99	0	0
1099	cosine	1099	0	1	1	1	-1	motif_157,motif_28,motif_281,motif_306,motif_350,motif_390,motif_464,motif_7	0	0
11	cosine	11	0	1	1	1	-1		0	0
110	cosine	110	0	1	1	1	-1	motif_264	0	0
1100	cosine	1100	0	1	1	1	-1	motif_415	0	0
1102	cosine	1102	0	1	1	1	-1	motif_104,motif_18,motif_20,motif_217,motif_282,motif_298,motif_305,motif_350,motif_369,motif_387,motif_390,motif_415,motif_464	0	0
1103	cosine	1158	-2.01398	0	0.824633	0.616662	591		motif_87,motif_3,motif_248,motif_93,motif_167	
1103	cosine	2633	-94.0414	0	0.808341	0.528151	591		motif_87,motif_3,motif_248,motif_93,motif_167	
1103	cosine	2979	-120.056	0	0.804331	0.495952	591	motif_248	motif_87,motif_3,motif_248,motif_93,motif_167	motif_248
1104	cosine	1105	0	0	0.834181	0.560489	1095	motif_169,motif_365,motif_368	motif_350,motif_169,motif_365,motif_292,motif_248	motif_169,motif_365
1104	cosine	1108	-0.000183105	0	0.813265	0.499403	1095		motif_350,motif_169,motif_365,motif_292,motif_248	
1105	cosine	1108	-0.000183105	0	0.854245	0.523832	1095		motif_350,motif_169,motif_365,motif_292,motif_248	
1105	cosine	1110	-0.000274658	0	0.831123	0.572516	1095	motif_169,motif_292,motif_368	motif_350,motif_169,motif_365,motif_292,motif_248	motif_169,motif_292
1105	cosine	1325	-14.0148	0	0.812978	0.495127	1095	motif_350,motif_365	motif_350,motif_169,motif_365,motif_292,motif_248	motif_350,motif_365
1105	cosine	1328	-14.015	0	0.803417	0.536333	1095	motif_350	motif_350,motif_169,motif_365,motif_292,motif_248	motif_350
1105	cosine	1331	-14.0153	0	0.814257	0.605677	1095	motif_169,motif_292,motif_350,motif_365	motif_350,motif_169,motif_365,motif_292,motif_248	motif_169,motif_292,motif_350,motif_365
1105	cosine	1333	-14.0154	0	0.813359	0.528831	1095	motif_169,motif_350,motif_365	motif_350,motif_169,motif_365,motif_292,motif_248	motif_169,motif_350,motif_365
1107	cosine	1107	0	1	1	1	-1	motif_18,motif_20,motif_207,motif_28,motif_300,motif_310,motif_350,motif_387,motif_415,motif_455,motif_468,motif_61,motif_82,motif_95	0	0
1108	cosine	1110	-9.15527e-05	0	0.810832	0.521843	1095		motif_350,motif_169,motif_365,motif_292,motif_248	
1109	cosine	1109	0	1	1	1	-1	motif_169,motif_18,motif_207,motif_281,motif_350,motif_369	0	0
111	cosine	111	0	1	1	1	-1	motif_264,motif_467	0	0
1111	cosine	1115	-0.000183105	0	0.827621	0.587068	1350	motif_18,motif_20,motif_207,motif_350,motif_369,motif_455,motif_468	motif_18,motif_20,motif_207,motif_350,motif_369	motif_18,motif_20,motif_207,motif_350,motif_369
1112	cosine	1112	0	1	1	1	-1	motif_13,motif_157,motif_169,motif_178,motif_281,motif_292,motif_305,motif_342,motif_350,motif_365,motif_390,motif_418	0	0
1113	cosine	1113	0	1	1	1	-1	motif_169,motif_18,motif_207,motif_281,motif_300,motif_369,motif_468,motif_7,motif_82,motif_95	0	0
1114	cosine	1149	-1.97772	0	0.767011	0.576309	389	motif_415	motif_415,NA,NA,NA,NA	motif_415
1115	cosine	1321	-14.0132	0	0.821255	0.608104	1350		motif_18,motif_20,motif_207,motif_350,motif_369	
1116	cosine	1116	0	1	1	1	-1	motif_157,motif_236,motif_248,motif_264,motif_28,motif_305,motif_390,motif_464	0	0
1117	cosine	1117	0	1	1	1	-1	motif_157,motif_160,motif_169,motif_18,motif_207,motif_292,motif_342,motif_350,motif_425,motif_95	0	0
1118	cosine	1118	0	1	1	1	-1	motif_104,motif_157,motif_169,motif_18,motif_207,motif_350,motif_369,motif_387,motif_415,motif_455,motif_82,motif_95	0	0
1119	cosine	1119	0	1	1	1	-1	motif_13,motif_146,motif_18,motif_207,motif_214,motif_248,motif_266,motif_292,motif_342,motif_350,motif_369,motif_415,motif_95	0	0
112	cosine	112	0	1	1	1	-1	motif_413	0	0
1120	cosine	1120	0	1	1	1	-1	motif_157,motif_18,motif_20,motif_207,motif_248,motif_281,motif_305,motif_350,motif_369,motif_95	0	0
1121	cosine	1122	-0.000152588	0	0.812399	0.581788	769	motif_104,motif_157,motif_178,motif_18,motif_248,motif_28,motif_350,motif_415	motif_157,motif_178,motif_18,motif_248,motif_28	motif_157,motif_178,motif_18,motif_248,motif_28
1121	cosine	1124	-0.00234985	0	0.811535	0.583009	769	motif_13,motif_146,motif_157,motif_178,motif_18,motif_207,motif_248,motif_28,motif_350	motif_157,motif_178,motif_18,motif_248,motif_28	motif_157,motif_178,motif_18,motif_248,motif_28
1122	cosine	1124	-0.00219727	0	0.827954	0.618442	769	motif_157,motif_178,motif_18,motif_248,motif_28,motif_350	motif_157,motif_178,motif_18,motif_248,motif_28	motif_157,motif_178,motif_18,motif_248,motif_28
1123	cosine	1123	0	1	1	1	-1	motif_104,motif_157,motif_160,motif_178,motif_18,motif_207,motif_28,motif_312,motif_319,motif_350,motif_438,motif_464	0	0
1125	cosine	1128	-0.00222778	0	0.808802	0.445939	23	motif_169,motif_18,motif_259,motif_281,motif_350	motif_350,motif_18,motif_169,motif_248,motif_216	motif_169,motif_18,motif_350
1126	cosine	1126	0	1	1	1	-1	motif_18,motif_248,motif_259,motif_281,motif_305,motif_342,motif_350,motif_7,motif_70	0	0
1127	cosine	1128	-0.00109863	0	0.843576	0.449172	23	motif_136,motif_169	motif_350,motif_18,motif_169,motif_248,motif_216	motif_169
1129	cosine	1131	-0.023407	0	1	0.999998	765	motif_105,motif_15,motif_157,motif_17,motif_214,motif_350,motif_390	motif_17,motif_157,motif_105,motif_15,motif_350	motif_105,motif_15,motif_157,motif_17,motif_350
1129	cosine	1134	-0.0243225	0	0.734343	0.483947	765	motif_105,motif_157,motif_17,motif_350	motif_17,motif_157,motif_105,motif_15,motif_350	motif_105,motif_157,motif_17,motif_350
1129	cosine	1290	-12.0307	0	0.741375	0.505133	765	motif_15,motif_157	motif_17,motif_157,motif_105,motif_15,motif_350	motif_15,motif_157
1129	cosine	1291	-12.0348	0	0.691089	0.496109	765		motif_17,motif_157,motif_105,motif_15,motif_350	
113	cosine	113	0	1	1	1	-1	motif_170,motif_217,motif_316,motif_413,motif_415	0	0
1130	cosine	1133	-0.0195923	0	1	1	959	motif_105,motif_157,motif_17,motif_189,motif_207,motif_305,motif_393,motif_70	motif_105,motif_157,motif_17,motif_189,motif_207	motif_105,motif_157,motif_17,motif_189,motif_207
1130	cosine	1267	-10.0145	0	0.687494	0.497352	959	motif_105,motif_157	motif_105,motif_157,motif_17,motif_189,motif_207	motif_105,motif_157
1131	cosine	1134	-0.000915527	0	0.737179	0.482733	765	motif_105,motif_157,motif_17,motif_350	motif_17,motif_157,motif_105,motif_15,motif_350	motif_105,motif_157,motif_17,motif_350
1131	cosine	1290	-12.0073	0	0.741745	0.501779	765	motif_15,motif_157	motif_17,motif_157,motif_105,motif_15,motif_350	motif_15,motif_157
1131	cosine	1291	-12.0114	0	0.693594	0.497881	765		motif_17,motif_157,motif_105,motif_15,motif_350	
1132	cosine	1132	0	1	1	1	-1	motif_165,motif_169,motif_18,motif_207,motif_248,motif_288,motif_350,motif_415,motif_418,motif_425,motif_7,motif_82,motif_95	0	0
1133	cosine	1267	-9.99487	0	0.678617	0.490866	959	motif_105,motif_157	motif_105,motif_157,motif_17,motif_189,motif_207	motif_105,motif_157
1134	cosine	1291	-12.0105	0	0.688182	0.549609	765	motif_7	motif_17,motif_157,motif_105,motif_15,motif_350	
1135	cosine	1135	0	1	1	1	-1	motif_13,motif_146,motif_18,motif_207,motif_214,motif_23,motif_248,motif_314,motif_338,motif_342,motif_350	0	0
1136	cosine	1138	-0.00152588	0	0.822321	0.527745	28	motif_13,motif_18,motif_248,motif_350,motif_425	motif_387,motif_360,motif_248,motif_18,motif_214	motif_18,motif_248
1136	cosine	1143	-0.0278625	0	0.826697	0.522212	28	motif_248,motif_350	motif_387,motif_360,motif_248,motif_18,motif_214	motif_248
1136	cosine	1144	-0.0278625	0	0.834106	0.517074	28	motif_178,motif_350	motif_387,motif_360,motif_248,motif_18,motif_214	
1136	cosine	1145	-0.0279846	0	0.836917	0.518762	28		motif_387,motif_360,motif_248,motif_18,motif_214	
1137	cosine	1137	0	1	1	1	-1	motif_125,motif_165,motif_248,motif_350	0	0
1138	cosine	1143	-0.0263367	0	0.825822	0.508543	28	motif_146,motif_169,motif_214,motif_248,motif_350,motif_387	motif_387,motif_360,motif_248,motif_18,motif_214	motif_214,motif_248,motif_387
1138	cosine	1144	-0.0263367	0	0.831585	0.500021	28	motif_214,motif_350,motif_387	motif_387,motif_360,motif_248,motif_18,motif_214	motif_214,motif_387
1139	cosine	1139	0	1	1	1	-1	motif_157,motif_158,motif_169,motif_292,motif_345,motif_350,motif_360,motif_387,motif_391,motif_418,motif_7,motif_95	0	0
114	cosine	114	0	1	1	1	-1	motif_218,motif_413	0	0
1140	cosine	1143	-0.00161743	0	0.848859	0.416335	28		motif_387,motif_360,motif_248,motif_18,motif_214	
1140	cosine	1144	-0.00161743	0	0.855779	0.401574	28		motif_387,motif_360,motif_248,motif_18,motif_214	
1140	cosine	1145	-0.0017395	0	0.842821	0.438992	28	motif_41	motif_387,motif_360,motif_248,motif_18,motif_214	
1140	cosine	1172	-1.98056	0	0.859784	0.517304	28		motif_387,motif_360,motif_248,motif_18,motif_214	
1140	cosine	1174	-1.98114	0	0.822404	0.511497	28		motif_387,motif_360,motif_248,motif_18,motif_214	
1140	cosine	1396	-15.9955	0	0.844491	0.50236	28		motif_387,motif_360,motif_248,motif_18,motif_214	
1141	cosine	1142	-0.000457764	0	0.834818	0.428949	157		motif_158,motif_305,motif_350,motif_36,NA	
1142	cosine	1182	-2.01495	0	0.841216	0.491997	157		motif_158,motif_305,motif_350,motif_36,NA	
1143	cosine	1144	0	0	0.885019	0.531522	28	motif_214,motif_350,motif_360,motif_387	motif_387,motif_360,motif_248,motif_18,motif_214	motif_214,motif_360,motif_387
1143	cosine	1172	-1.97894	0	0.826448	0.482483	28	motif_158,motif_248,motif_360,motif_387	motif_387,motif_360,motif_248,motif_18,motif_214	motif_248,motif_360,motif_387
1143	cosine	1345	-13.9809	0	0.829344	0.532854	28	motif_360,motif_387	motif_387,motif_360,motif_248,motif_18,motif_214	motif_360,motif_387
1143	cosine	1436	-17.9984	0	0.826329	0.498544	28	motif_146,motif_214,motif_248,motif_350,motif_387	motif_387,motif_360,motif_248,motif_18,motif_214	motif_214,motif_248,motif_387
1143	cosine	5317	-407.339	0	0.836961	0.409633	28	motif_169,motif_387	motif_387,motif_360,motif_248,motif_18,motif_214	motif_387
1144	cosine	1145	-0.00012207	0	0.832802	0.448874	28		motif_387,motif_360,motif_248,motif_18,motif_214	
1144	cosine	1172	-1.97894	0	0.838511	0.467206	28	motif_360,motif_387	motif_387,motif_360,motif_248,motif_18,motif_214	motif_360,motif_387
1144	cosine	1345	-13.9809	0	0.835618	0.524004	28	motif_360,motif_387,motif_414	motif_387,motif_360,motif_248,motif_18,motif_214	motif_360,motif_387
1144	cosine	1387	-15.9927	0	0.834684	0.416594	28	motif_387,motif_414	motif_387,motif_360,motif_248,motif_18,motif_214	motif_387
1144	cosine	1396	-15.9938	0	0.837177	0.475896	28	motif_387	motif_387,motif_360,motif_248,motif_18,motif_214	motif_387
1145	cosine	1172	-1.97882	0	0.825094	0.532806	28		motif_387,motif_360,motif_248,motif_18,motif_214	
1146	cosine	1146	0	1	1	1	-1	motif_178,motif_28,motif_288,motif_360,motif_390,motif_418	0	0
1148	cosine	1148	0	1	1	1	-1	motif_149,motif_228,motif_32,motif_336	0	0
115	cosine	115	0	1	1	1	-1		0	0
1150	cosine	1300	-11.9994	0	0.80174	0.609948	597		motif_157,motif_264,motif_291,motif_362,motif_84	
1150	cosine	1312	-12.0002	0	0.816929	0.600605	597		motif_157,motif_264,motif_291,motif_362,motif_84	
1151	cosine	1151	0	1	1	1	-1	motif_332,motif_72	0	0
1152	cosine	1152	0	1	1	1	-1	motif_146,motif_156,motif_165,motif_169,motif_18,motif_214,motif_248,motif_310,motif_320,motif_350,motif_425,motif_82	0	0
1153	cosine	1153	0	1	1	1	-1	motif_146,motif_165,motif_18,motif_248,motif_28,motif_281,motif_305,motif_310,motif_350,motif_387,motif_418,motif_441,motif_7,motif_72,motif_82	0	0
1154	cosine	1154	0	1	1	1	-1	motif_178,motif_237,motif_305,motif_345,motif_350,motif_415	0	0
1155	cosine	1160	-0.00253296	0	0.822741	0.485099	592	motif_165,motif_214,motif_281,motif_310	motif_165,motif_214,motif_157,motif_281,motif_310	motif_165,motif_214,motif_281,motif_310
1155	cosine	1165	-0.00326538	0	0.808213	0.423332	592	motif_165,motif_214,motif_281	motif_165,motif_214,motif_157,motif_281,motif_310	motif_165,motif_214,motif_281
1155	cosine	1167	-0.00448608	0	0.823628	0.488161	592	motif_165,motif_214	motif_165,motif_214,motif_157,motif_281,motif_310	motif_165,motif_214
1156	cosine	1156	0	1	1	1	-1	motif_165,motif_169,motif_178,motif_18,motif_214,motif_248,motif_281,motif_342,motif_350,motif_82	0	0
1157	cosine	1157	0	1	1	1	-1	motif_18,motif_248,motif_305,motif_342,motif_350,motif_415,motif_418,motif_77,motif_82	0	0
1159	cosine	1159	0	1	1	1	-1	motif_165,motif_28	0	0
116	cosine	116	0	1	1	1	-1		0	0
1160	cosine	1163	-0.000457764	0	0.806829	0.471074	592	motif_157,motif_165,motif_214	motif_165,motif_214,motif_157,motif_281,motif_310	motif_157,motif_165,motif_214
1160	cosine	1165	-0.000732422	0	0.851727	0.481459	592	motif_157,motif_165,motif_214,motif_281	motif_165,motif_214,motif_157,motif_281,motif_310	motif_157,motif_165,motif_214,motif_281
1160	cosine	1167	-0.00195312	0	1	1	592	motif_157,motif_165,motif_214	motif_165,motif_214,motif_157,motif_281,motif_310	motif_157,motif_165,motif_214
1161	cosine	1161	0	1	1	1	-1	motif_165,motif_169,motif_18,motif_214,motif_248,motif_350,motif_415,motif_441,motif_480,motif_7,motif_72	0	0
1162	cosine	1162	0	1	1	1	-1	motif_160,motif_18,motif_248,motif_350,motif_387,motif_402,motif_415,motif_418,motif_425,motif_7,motif_77,motif_82	0	0
1163	cosine	1165	-0.000274658	0	0.798224	0.542192	592	motif_157,motif_165,motif_214	motif_165,motif_214,motif_157,motif_281,motif_310	motif_157,motif_165,motif_214
1163	cosine	1167	-0.00149536	0	0.809929	0.475316	592	motif_157,motif_165,motif_214,motif_415	motif_165,motif_214,motif_157,motif_281,motif_310	motif_157,motif_165,motif_214
1164	cosine	1164	0	1	1	1	-1	motif_128,motif_178,motif_18,motif_28,motif_350,motif_387,motif_415,motif_418,motif_77	0	0
