CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex
4541	4948	-62.0188	0	0.832123	0.58983	46
4544	4546	-0.000427246	0	0.82078	0.610176	46
296	305	-2.01648	0	0.785644	0.46211	47
4137	4496	-31.9819	0	0.799915	0.51902	48
4784	4790	-2.01385	0	0.740917	0.589621	48
4107	4442	-28.0319	0	0.723512	0.545119	48
3811	4136	-24.0765	0	0.732052	0.53518	48
2767	4555	-144.115	0	0.84344	0.489119	48
4566	4950	-60.0208	0	0.720382	0.525152	48
2767	3163	-30.0477	0	0.843543	0.560544	48
4302	4784	-56.0609	0	0.774648	0.548355	48
2832	4077	-98.0703	0	0.801517	0.452918	48
3400	4108	-54.0494	0	0.785715	0.514474	48
4586	4600	-2.01648	0	0.706138	0.532341	48
2801	2831	-2.01538	0	0.74853	0.517578	48
4264	4286	-2.01819	0	0.765885	0.463899	48
2767	3519	-58.0802	0	0.84459	0.579223	48
3021	4681	-142.1	0	0.756246	0.464488	48
4078	4568	-44.0291	0	0.697917	0.540109	48
4765	4784	-3.95404	0	0.817097	0.579505	48
3163	3844	-54.0479	0	0.789934	0.520164	48
4556	4568	-2.01642	0	0.702216	0.546575	48
389	4882	-364.319	0	0.68363	0.493944	48
4286	4950	-88.0545	0	0.716476	0.525785	48
4063	4077	-2.01422	0	0.729136	0.5182	48
3021	4107	-86.0364	0	0.682886	0.424039	48
2801	3845	-82.0809	0	0.722061	0.430272	48
3888	4108	-16.0338	0	0.739736	0.578746	48
3181	3845	-52.0323	0	0.841941	0.524666	48
4459	4882	-60.0162	0	0.742558	0.493949	48
2832	3518	-54.048	0	0.747377	0.50779	48
4566	4597	-3.95923	0	0.731749	0.575662	48
4289	4460	-16.0325	0	0.719189	0.443093	48
3817	4555	-62.0357	0	0.84958	0.536444	48
389	4496	-308.265	0	0.737701	0.535482	48
2278	3916	-126.1	0	0.697051	0.45623	48
4289	4567	-28.0281	0	0.862636	0.454499	48
4289	4565	-28.0275	0	0.862636	0.454499	48
3181	4565	-114.064	0	0.833548	0.491595	48
4064	4556	-44.0215	0	0.705987	0.524974	48
3181	4567	-114.064	0	0.833548	0.491595	48
4459	4723	-32.001	0	0.782643	0.483315	48
2801	3161	-28.0295	0	0.80174	0.552564	48
4582	4940	-56.087	0	0.743511	0.571951	48
3161	4567	-116.083	0	0.721783	0.423105	48
3518	3913	-31.9874	0	0.752133	0.540936	48
3161	4565	-116.083	0	0.721783	0.423105	48
3912	4137	-16.035	0	0.715584	0.537479	48
4582	4784	-28.0349	0	0.768977	0.577602	48
2767	3502	-56.0593	0	0.866469	0.523942	48
3502	4265	-60.0239	0	0.861453	0.546783	48
4136	4459	-28.0206	0	0.789366	0.563945	48
4107	4109	-0.00134277	0	0.764036	0.449935	48
3888	3912	-2.01483	0	0.763119	0.532207	48
4109	4496	-33.9971	0	0.724788	0.533279	48
3502	3519	-2.02094	0	0.861627	0.54004	48
3913	4077	-12.0349	0	0.794323	0.526451	48
3913	4289	-28.0336	0	0.866499	0.449164	48
3400	4586	-98.0718	0	0.71732	0.535736	48
2261	4681	-198.164	0	0.733839	0.418508	48
4064	4264	-15.9818	0	0.778533	0.490284	48
2278	4290	-154.136	0	0.691963	0.418599	48
4290	4460	-15.9966	0	0.719088	0.476608	48
4108	4586	-44.0224	0	0.755576	0.496252	48
4106	4137	-2.01752	0	0.704238	0.462934	48
4289	4308	-2.00934	0	0.784874	0.479059	48
297	370	-14.0151	0	0.668083	0.516281	48
2832	3913	-86.0355	0	0.837949	0.499878	48
4582	4709	-16.0366	0	0.726909	0.491967	48
4290	4696	-44.0256	0	0.682494	0.463295	48
4109	4681	-56.0618	0	0.801185	0.475028	48
2832	4565	-142.096	0	0.848486	0.488214	48
3888	4765	-84.0972	0	0.803542	0.560707	48
2832	4567	-142.097	0	0.848486	0.488214	48
3845	4567	-62.032	0	0.8256	0.518791	48
4586	4871	-44.0281	0	0.701112	0.545023	48
3845	4565	-62.0314	0	0.8256	0.518791	48
3916	4696	-72.0612	0	0.677257	0.467397	48
3163	4555	-114.067	0	0.829671	0.456897	48
3331	4442	-88.0509	0	0.663473	0.443079	48
4565	4774	-28.0449	0	0.840482	0.56499	48
2767	3886	-88.049	0	0.81495	0.483385	48
3888	4940	-116.103	0	0.75417	0.55713	48
2802	3886	-86.032	0	0.818395	0.492844	48
2767	3844	-84.0956	0	0.808713	0.507245	48
4077	4774	-72.071	0	0.7809	0.503182	48
4134	4871	-86.0376	0	0.665576	0.527609	48
2802	4265	-114.066	0	0.83931	0.467761	48
4078	4566	-44.0248	0	0.701362	0.507594	48
3518	4288	-60.0174	0	0.774963	0.536271	48
4287	4308	-2.013	0	0.6924	0.420505	48
4136	4882	-88.0368	0	0.773345	0.49203	48
4108	4136	-2.0152	0	0.774468	0.564701	48
4565	4567	-0.000610352	0	1.0	1.0	48
4108	4134	-2.01288	0	0.727743	0.512265	48
3845	4774	-90.0762	0	0.827432	0.525511	48
3519	3844	-26.0154	0	0.778971	0.459643	48
4789	4950	-28.0345	0	0.745446	0.495417	48
3912	4322	-31.9897	0	0.747718	0.510492	48
4302	4765	-52.1069	0	0.76494	0.546075	48
4064	4584	-47.9778	0	0.708531	0.504794	48
4064	4582	-47.9731	0	0.706055	0.500539	48
4789	4790	-0.00195312	0	0.706591	0.488413	48
4264	4784	-60.0262	0	0.840995	0.54079	48
4584	4765	-24.0761	0	0.770017	0.534655	48
2802	3163	-28.0308	0	0.829495	0.572174	48
4064	4267	-16.0253	0	0.719159	0.503085	48
4790	4949	-28.0232	0	0.690889	0.53411	48
4586	4709	-15.9968	0	0.75935	0.482965	48
309	389	-14.0156	0	0.813132	0.615233	48
4790	4950	-28.0326	0	0.687487	0.539335	48
3817	4265	-34.004	0	0.848525	0.510708	48
4681	4723	-5.97406	0	0.702017	0.478069	48
3502	4555	-88.0556	0	0.848992	0.561877	48
3140	3519	-30.0502	0	0.847038	0.584616	48
4106	4107	-0.000915527	0	0.764113	0.450212	48
3400	4134	-56.0623	0	0.724647	0.54447	48
3181	3518	-26.0152	0	0.776437	0.539647	48
4568	4790	-31.9839	0	0.796378	0.580875	48
4582	4597	-2.01978	0	0.704166	0.559187	48
4063	4078	-2.01599	0	0.745273	0.511403	48
4288	4442	-14.0197	0	0.726791	0.566428	48
4568	4597	-3.95496	0	0.808773	0.586164	48
3811	4882	-112.113	0	0.716116	0.476174	48
4442	4460	-2.01636	0	0.717632	0.533493	48
2832	3161	-26.0138	0	0.763004	0.528715	48
4078	4267	-14.0164	0	0.800094	0.533244	48
2802	3140	-26.0131	0	0.846679	0.583229	48
3817	3844	-2.01648	0	0.799922	0.463504	48
3140	3886	-60.019	0	0.828007	0.516412	48
2802	3817	-80.0622	0	0.832978	0.550219	48
3886	4555	-56.0659	0	0.834473	0.552972	48
2832	4774	-170.141	0	0.84665	0.481117	48
3886	4265	-28.0341	0	0.842414	0.533019	48
297	309	-2.0155	0	0.750756	0.472835	48
3916	4290	-28.0356	0	0.751748	0.56803	48
2801	3181	-30.0486	0	0.730035	0.466755	48
4286	4597	-31.993	0	0.766956	0.529963	48
3845	4077	-18.0052	0	0.780205	0.496525	48
3811	4723	-84.0981	0	0.717556	0.441108	48
4264	4556	-28.0398	0	0.781047	0.490661	48
4267	4586	-31.9877	0	0.798673	0.522402	48
4556	4784	-31.9865	0	0.751584	0.555608	48
3845	3913	-5.97034	0	0.825841	0.552081	48
3888	4784	-88.0512	0	0.812429	0.57868	48
3888	4582	-60.0164	0	0.757384	0.541185	48
3502	3817	-26.0199	0	0.864878	0.546616	48
4265	4555	-28.0317	0	0.870914	0.575198	48
2831	3180	-28.0285	0	0.799394	0.506483	48
3140	3844	-56.0656	0	0.795522	0.483027	48
4322	4597	-28.0316	0	0.704923	0.547171	48
4322	4596	-28.0283	0	0.732186	0.566862	48
2832	3845	-80.0651	0	0.851788	0.515043	48
4709	4723	-2.01752	0	0.752747	0.589588	48
3163	3817	-52.0314	0	0.83659	0.527206	48
4077	4565	-44.0262	0	0.791858	0.523276	48
4584	4709	-16.0319	0	0.727534	0.494426	48
4077	4567	-44.0268	0	0.791519	0.522197	48
3140	4555	-116.085	0	0.8436	0.496293	48
3161	3181	-2.01904	0	0.757365	0.485953	48
3161	3180	-2.01434	0	0.760904	0.529516	48
4709	4871	-28.0312	0	0.741311	0.488561	48
4077	4290	-16.0345	0	0.703729	0.456124	48
4106	4496	-33.9994	0	0.723275	0.532561	48
4568	4789	-31.9819	0	0.708161	0.480459	48
3844	3886	-3.95337	0	0.772911	0.407117	48
3913	4774	-84.1059	0	0.831145	0.539677	48
4106	4109	-0.0022583	0	1.0	0.999999	48
3163	3519	-28.0325	0	0.84566	0.575835	48
4566	4790	-31.9882	0	0.728692	0.553777	48
3140	3163	-2.0177	0	0.851797	0.564459	48
3518	4774	-116.093	0	0.732184	0.514638	48
4597	4790	-28.0289	0	0.773666	0.577831	48
3888	4264	-28.025	0	0.831656	0.569285	48
4496	4882	-56.054	0	0.796842	0.53724	48
3811	4459	-52.0971	0	0.661375	0.488146	48
4308	4442	-12.0068	0	0.732542	0.532439	48
2261	2278	-2.01654	0	0.757491	0.511088	48
4596	4723	-16.0376	0	0.706569	0.547081	48
4584	4784	-28.0302	0	0.771831	0.583811	48
4302	4582	-28.0261	0	0.74865	0.533764	48
4584	4940	-56.0823	0	0.742516	0.569274	48
309	1030	-74.0365	0	0.664845	0.45108	48
3163	3886	-58.0013	0	0.821997	0.472823	48
4136	4137	-0.000915527	0	0.809015	0.579333	48
4302	4584	-28.0308	0	0.745566	0.528214	48
2261	3331	-82.0815	0	0.733032	0.529427	48
4556	4940	-60.0386	0	0.718159	0.527669	48
3888	4302	-31.9903	0	0.774385	0.523388	48
4460	4696	-28.029	0	0.773332	0.584717	48
2801	3518	-56.0638	0	0.820396	0.477857	48
4323	4790	-56.0598	0	0.691921	0.527198	48
3912	4108	-14.0189	0	0.747449	0.507425	48
3811	4496	-56.0593	0	0.746373	0.473343	48
389	4137	-276.283	0	0.758102	0.522903	48
389	4136	-276.282	0	0.738098	0.513347	48
4765	4940	-32.0062	0	0.750199	0.553022	48
3400	4267	-66.0841	0	0.730305	0.479446	48
3161	3518	-28.0342	0	0.837548	0.481987	48
4064	4940	-104.06	0	0.709622	0.522589	48
3844	4555	-60.0192	0	0.793426	0.406588	48
4597	4709	-14.0168	0	0.727862	0.517662	48
4286	4789	-60.02	0	0.737482	0.454097	48
4107	4681	-56.0632	0	0.725411	0.541795	48
3888	4584	-60.0211	0	0.754951	0.540568	48
3163	4265	-86.0354	0	0.838871	0.44192	48
4267	4871	-76.0157	0	0.693864	0.491677	48
2801	2832	-2.01575	0	0.76367	0.524639	48
3163	3502	-26.0115	0	0.851813	0.495319	48
4442	4681	-28.0312	0	0.742498	0.578635	48
4264	4302	-3.96533	0	0.783685	0.476092	48
4723	4882	-28.0153	0	0.790448	0.530903	48
4556	4566	-2.01215	0	0.712198	0.505763	48
4496	4723	-28.0388	0	0.814395	0.570548	48
4784	4940	-28.0522	0	0.766054	0.577968	48
3400	4709	-114.069	0	0.779624	0.468833	48
3891	4267	-28.0356	0	0.725562	0.466094	48
4322	4789	-56.0585	0	0.708302	0.548813	48
3021	4442	-114.068	0	0.695184	0.46443	48
4566	4789	-31.9862	0	0.791194	0.539768	48
2801	4774	-172.157	0	0.720651	0.40849	48
3400	4871	-142.1	0	0.696857	0.497684	48
3518	3541	-2.01514	0	0.788301	0.473849	48
4459	4496	-3.96222	0	0.773451	0.485023	48
4556	4765	-28.0324	0	0.736104	0.538495	48
3845	4287	-34.0002	0	0.723598	0.479656	48
2802	3844	-82.0787	0	0.796901	0.496711	48
3913	4567	-56.0616	0	0.843899	0.562934	48
3916	4460	-44.0322	0	0.66711	0.47031	48
3913	4565	-56.061	0	0.843899	0.562934	48
3845	4289	-34.0039	0	0.852437	0.42286	48
2767	4265	-116.083	0	0.845092	0.460223	48
3888	4064	-12.0432	0	0.742655	0.518531	48
2832	3181	-28.0328	0	0.873026	0.575882	48
2261	3021	-56.0641	0	0.822277	0.533681	48
3140	3817	-54.0491	0	0.862529	0.596058	48
4064	4765	-72.054	0	0.766726	0.550429	48
4582	4584	-0.00469971	0	1.0	1.0	48
4108	4267	-12.0347	0	0.784906	0.566837	48
4108	4137	-2.01611	0	0.791791	0.580789	48
4567	4774	-28.0443	0	0.841574	0.566767	48
4137	4459	-28.0197	0	0.764707	0.579075	48
4136	4496	-31.9828	0	0.817999	0.514628	48
4286	4790	-60.0219	0	0.737825	0.505353	48
4288	4460	-16.0361	0	0.725547	0.532842	48
4106	4442	-28.0328	0	0.759155	0.463301	48
3944	4136	-14.0189	0	0.709909	0.490289	48
4108	4871	-88.0505	0	0.744103	0.514298	48
4264	4584	-31.9961	0	0.802184	0.520721	48
4871	4882	-2.00153	0	0.678652	0.452894	48
3519	3886	-29.9688	0	0.820585	0.51031	48
4302	4322	-2.01428	0	0.738745	0.511897	48
3817	3886	-5.96985	0	0.834234	0.530318	48
4264	4582	-31.9914	0	0.80048	0.517022	48
4265	4289	-2.01752	0	0.822507	0.510615	48
4288	4308	-2.01294	0	0.759602	0.502036	48
4109	4137	-2.01526	0	0.706832	0.464595	48
4308	4460	-14.0231	0	0.774715	0.561923	48
4106	4681	-56.0641	0	0.802611	0.478235	48
2801	4288	-116.081	0	0.737124	0.448987	48
4322	4566	-24.0723	0	0.704448	0.5547	48
3891	4586	-60.0233	0	0.678591	0.478806	48
4137	4723	-60.0206	0	0.809259	0.521343	48
4064	4784	-76.008	0	0.758738	0.538464	48
3518	4289	-60.021	0	0.765105	0.411032	48
4264	4940	-88.0784	0	0.77749	0.518126	48
4108	4709	-60.0192	0	0.815	0.56684	48
2802	3519	-56.0632	0	0.838461	0.589111	48
2802	4555	-142.098	0	0.835929	0.492739	48
3180	3541	-28.035	0	0.824619	0.559091	48
2767	3817	-82.0792	0	0.849687	0.554322	48
297	932	-68.0617	0	0.673675	0.586987	48
4134	4267	-10.0219	0	0.708852	0.507835	48
3502	3886	-31.9897	0	0.842462	0.557518	48
4596	4709	-14.0201	0	0.740385	0.554095	48
3181	4774	-142.109	0	0.836827	0.495494	48
4077	4289	-15.9987	0	0.823614	0.419883	48
4134	4586	-42.0095	0	0.710618	0.532085	48
4596	4789	-28.0302	0	0.691178	0.556546	48
2767	3140	-28.03	0	0.862949	0.592829	48
2767	2802	-2.01697	0	0.844755	0.586326	48
3161	4288	-88.0516	0	0.753019	0.467635	48
4136	4723	-60.0215	0	0.822964	0.504297	48
4597	4789	-28.027	0	0.727032	0.498265	48
4264	4765	-56.0722	0	0.831291	0.521478	48
4289	4774	-56.0723	0	0.866813	0.450572	48
4078	4418	-28.0322	0	0.74776	0.511603	48
3912	4597	-60.0213	0	0.707017	0.535111	48
3912	4596	-60.0181	0	0.714895	0.474374	48
3140	3502	-28.0292	0	0.868487	0.531459	48
4286	4568	-28.038	0	0.799413	0.57508	48
4286	4566	-28.0338	0	0.781602	0.542282	48
3519	3817	-23.999	0	0.84496	0.583537	48
389	4723	-336.304	0	0.738149	0.546413	48
4566	4568	-0.00427246	0	0.732695	0.537549	48
3502	3844	-28.0364	0	0.806807	0.418686	48
3181	4077	-70.0375	0	0.795164	0.468332	48
4109	4442	-28.0306	0	0.758873	0.463024	48
4267	4709	-47.9845	0	0.740641	0.516112	48
3519	4555	-86.0347	0	0.8284	0.501425	48
4137	4882	-88.0359	0	0.745783	0.493952	48
3021	3331	-26.0174	0	0.742454	0.532076	48
4582	4765	-24.0808	0	0.768697	0.531431	48
3519	4265	-58.0029	0	0.840697	0.487379	48
297	389	-16.0311	0	0.690835	0.465182	48
2261	4107	-142.1	0	0.673056	0.414604	48
3021	4136	-88.0521	0	0.712478	0.456573	48
2802	3502	-54.0423	0	0.851335	0.504336	48
4302	4940	-84.1131	0	0.724684	0.522081	48
4106	4882	-90.0534	0	0.668722	0.465453	48
4064	4078	-2.00891	0	0.773574	0.542558	48
3140	4265	-88.0531	0	0.847575	0.468729	48
2831	3541	-56.0635	0	0.822346	0.534479	48
4681	4696	-2.0141	0	0.734535	0.538985	48
3161	3331	-14.0204	0	0.736428	0.541927	48
4322	4496	-16.0272	0	0.704938	0.541743	48
4556	4584	-3.9563	0	0.701441	0.50101	48
3181	3913	-58.0026	0	0.834342	0.522849	48
4328	4564	-23.9995	0	0.749126	0.416205	49
5002	5247	-58.0767	0	0.755859	0.456816	49
5019	5239	-52.0313	0	0.807123	0.429495	49
3969	4328	-28.0324	0	0.747296	0.465492	49
5254	5411	-68.1008	0	0.773003	0.408002	49
5072	5203	-30.0488	0	0.795647	0.400317	49
5120	5239	-30.039	0	0.751613	0.412185	49
3842	3866	-2.01343	0	0.844143	0.443396	49
4888	5082	-40.032	0	0.741664	0.417475	49
5042	5200	-35.0381	0	0.731153	0.418513	49
2646	3893	-98.1447	0	0.739479	0.450714	49
4797	4888	-15.9946	0	0.728282	0.434881	49
4598	4791	-28.0369	0	0.738891	0.545032	49
5037	5162	-26.0179	0	0.844241	0.408068	49
5565	5631	-28.0292	0	0.732984	0.46211	49
4219	4369	-13.9834	0	0.760019	0.54488	49
5545	5548	-2.01654	0	0.787305	0.470485	49
3969	4219	-18.007	0	0.723035	0.474006	49
3567	3866	-23.9994	0	0.797201	0.412554	49
5400	5545	-68.0989	0	0.722317	0.403101	49
3038	3567	-42.0843	0	0.741685	0.457915	49
4187	4599	-40.0303	0	0.743562	0.479622	49
4306	4598	-30.0404	0	0.759757	0.510403	49
2587	5138	-260.214	0	0.744879	0.417376	49
5156	5211	-14.0157	0	0.727547	0.410705	49
5019	5151	-26.0168	0	0.855563	0.512867	49
5072	5151	-16.0352	0	0.833522	0.439885	49
5411	5412	-0.000488281	0	0.818759	0.457114	49
3969	4262	-21.986	0	0.788898	0.434692	49
5211	5293	-26.0136	0	0.725024	0.462732	49
337	338	-0.000427246	0	0.880811	0.529156	49
5083	5239	-38.0126	0	0.781327	0.420025	49
338	5001	-394.234	0	0.736527	0.415178	49
3967	4306	-26.0186	0	0.733119	0.485317	49
4006	4305	-23.9997	0	0.787513	0.410015	49
5016	5100	-21.9854	0	0.721464	0.474286	49
3375	3538	-12.0026	0	0.831645	0.491835	49
610	611	-3.05176e-05	0	0.854077	0.512185	49
3967	3969	-0.00140381	0	0.79081	0.561981	49
3842	5139	-162.051	0	0.759637	0.459129	49
2646	3538	-70.1133	0	0.786374	0.425717	49
3813	5200	-180.062	0	0.753723	0.49017	49
3204	3538	-26.0162	0	0.79446	0.4242	49
4578	5001	-70.1291	0	0.740056	0.461143	49
5072	5247	-44.0643	0	0.79729	0.490527	49
5016	5072	-11.9968	0	0.782053	0.438698	49
5072	5083	-4.03711	0	0.778466	0.434885	49
3375	3403	-2.01923	0	0.804922	0.406101	49
2553	3264	-54.0856	0	0.743194	0.403525	49
5015	5159	-31.9897	0	0.746367	0.446049	49
338	4579	-324.105	0	0.734774	0.416068	49
3892	3893	-0.00195312	0	0.770101	0.443247	49
3786	3940	-11.9985	0	0.757474	0.430825	49
5139	5140	-0.0043335	0	0.829122	0.529275	49
3592	3915	-26.0101	0	0.7745	0.44777	49
3375	3813	-33.989	0	0.757125	0.465548	49
3204	3893	-54.0475	0	0.802413	0.491831	49
393	1449	-84.0907	0	0.812167	0.436369	49
373	610	-30.0464	0	0.801144	0.46527	49
373	611	-30.0464	0	0.783357	0.459777	49
4041	5037	-128.048	0	0.74695	0.406261	49
3354	3893	-42.0486	0	0.740609	0.509058	49
3842	4285	-34.0029	0	0.76342	0.537098	49
3842	4283	-34.0007	0	0.740225	0.424884	49
5120	5200	-18.0028	0	0.777223	0.479176	49
3610	4328	-56.0658	0	0.794006	0.420154	49
3264	3592	-26.0162	0	0.80325	0.432744	49
3610	4598	-84.0909	0	0.753074	0.5164	49
5091	5411	-108.133	0	0.733574	0.463791	49
277	294	-2.01514	0	0.727679	0.485309	49
3375	3866	-38.019	0	0.804532	0.473726	49
5584	5613	-15.9948	0	0.725095	0.41574	49
5100	5239	-32.0611	0	0.767054	0.409709	49
3786	4306	-40.0332	0	0.745813	0.550266	49
4216	4369	-13.9923	0	0.759281	0.540689	49
5550	5607	-21.9823	0	0.739486	0.459944	49
2587	4579	-162.053	0	0.844053	0.499923	49
267	351	-17.0265	0	0.796761	0.429513	49
267	350	-17.0262	0	0.798564	0.558943	49
5410	5411	-0.00683594	0	0.821733	0.462184	49
5410	5412	-0.00732422	0	0.999999	0.999999	49
5151	5239	-26.0145	0	0.833792	0.446834	49
3967	4153	-14.0166	0	0.731468	0.51614	49
4262	4283	-2.01331	0	0.762448	0.462239	49
4262	4285	-2.0155	0	0.793929	0.580957	49
5138	5139	-0.000183105	0	0.746906	0.420199	49
3786	4153	-28.0312	0	0.726587	0.550883	49
5002	5016	-2.01569	0	0.762158	0.518686	49
2646	2679	-2.01398	0	0.750876	0.406287	49
2646	3375	-58.1108	0	0.76911	0.41116	49
5083	5203	-26.0117	0	0.762896	0.446746	49
606	627	-2.01633	0	0.734017	0.49405	49
5156	5411	-96.1296	0	0.746794	0.485382	49
5156	5410	-96.1227	0	0.746767	0.424237	49
5156	5412	-96.1301	0	0.745462	0.422495	49
4371	5411	-220.226	0	0.735968	0.458799	49
4371	5410	-220.219	0	0.730585	0.423491	49
4371	5412	-220.227	0	0.727589	0.419816	49
4006	4599	-54.0413	0	0.723985	0.481312	49
3940	4306	-28.0347	0	0.820813	0.453124	49
5545	5607	-26.0132	0	0.795016	0.500157	49
5151	5155	-2.01642	0	0.813171	0.460408	49
5151	5154	-2.01562	0	0.803635	0.41722	49
3610	3967	-28.032	0	0.728006	0.486042	49
5083	5247	-40.0272	0	0.758667	0.437416	49
3375	4245	-66.0515	0	0.72428	0.458938	49
4187	4283	-7.97076	0	0.724463	0.512285	49
5002	5083	-18.0496	0	0.74378	0.475604	49
5002	5084	-18.0502	0	0.728477	0.459723	49
3813	4262	-34.004	0	0.745761	0.447463	49
4219	4370	-13.9845	0	0.728072	0.537527	49
5156	5254	-28.0287	0	0.760044	0.427795	49
5078	5083	-2.0199	0	0.75119	0.468196	49
338	351	-2.01559	0	0.83921	0.538807	49
5078	5084	-2.02051	0	0.739544	0.477179	49
4369	4394	-2.0166	0	0.786239	0.49	49
3610	4131	-40.0357	0	0.767968	0.554837	49
3842	4076	-18.006	0	0.76716	0.412368	49
3740	4133	-30.0466	0	0.754278	0.485567	49
3403	3567	-12.0004	0	0.767738	0.468368	49
4369	4370	-0.00109863	0	0.798084	0.591276	49
3723	4245	-40.0383	0	0.723353	0.435031	49
5545	5550	-4.03088	0	0.792358	0.489401	49
3354	3375	-2.01465	0	0.741168	0.440994	49
5083	5084	-0.000610352	0	0.780783	0.468099	49
4578	4594	-2.01587	0	0.728067	0.455798	49
5254	5293	-12.0006	0	0.761781	0.452257	49
5154	5155	-0.000793457	0	0.851678	0.464134	49
3840	5412	-262.231	0	0.721521	0.436473	49
3840	5411	-262.23	0	0.721975	0.49685	49
3538	3565	-2.01227	0	0.784656	0.444566	49
3538	3567	-2.01703	0	0.825838	0.436216	49
3610	4564	-80.0652	0	0.728052	0.536547	49
3741	3893	-11.9989	0	0.768978	0.480722	49
3813	3842	-2.0166	0	0.798581	0.434778	49
4131	4306	-14.0148	0	0.753029	0.536975	49
5239	5247	-2.01459	0	0.818347	0.496707	49
5100	5247	-34.0757	0	0.73149	0.436981	49
3375	3741	-28.035	0	0.779621	0.427306	49
2646	2859	-16.0302	0	0.74937	0.439814	49
4262	4328	-6.04645	0	0.793666	0.527193	49
4216	4217	-0.00262451	0	0.731015	0.489325	49
4216	4219	-0.00891113	0	0.999998	1.0	49
5089	5161	-14.0057	0	0.762774	0.433403	49
5084	5203	-26.011	0	0.746188	0.440098	49
5084	5161	-16.0274	0	0.768227	0.437493	49
350	351	-0.000213623	0	0.858101	0.418791	49
2514	2721	-14.0147	0	0.796484	0.412227	49
5083	5089	-2.02228	0	0.760631	0.421514	49
2859	3893	-82.1146	0	0.758978	0.423878	49
3940	4262	-24.0035	0	0.809839	0.518354	49
472	611	-17.0269	0	0.735651	0.453642	49
610	1449	-56.0602	0	0.847203	0.49823	49
611	1449	-56.0602	0	0.827779	0.503388	49
5140	5536	-162.05	0	0.87372	0.438749	49
5250	5613	-162.053	0	0.734867	0.403493	49
3969	4006	-2.01746	0	0.721918	0.51368	49
5002	5120	-26.0231	0	0.755845	0.517277	49
3842	5536	-324.105	0	0.792307	0.544932	49
5156	5293	-40.0294	0	0.724222	0.42341	49
5016	5161	-32.0619	0	0.734452	0.413174	49
4003	4303	-24.0005	0	0.754016	0.508154	49
294	295	-0.000457764	0	0.740375	0.436175	49
5100	5120	-2.02209	0	0.752981	0.505878	49
2721	3592	-68.1015	0	0.795896	0.424598	49
3539	3866	-26.0162	0	0.828142	0.420609	49
5015	5161	-32.0989	0	0.732167	0.410881	49
3766	4133	-28.0284	0	0.758942	0.438744	49
5211	5254	-14.013	0	0.757091	0.447053	49
5016	5247	-56.061	0	0.753923	0.451261	49
266	350	-17.0264	0	0.750496	0.550861	49
3366	3592	-17.0261	0	0.721312	0.448529	49
3969	4306	-26.0172	0	0.767995	0.504658	49
5091	5156	-12.0032	0	0.729927	0.488083	49
1376	5138	-334.252	0	0.726984	0.503985	49
610	991	-28.031	0	0.821601	0.48437	49
5100	5203	-20.0602	0	0.735111	0.475391	49
3757	3940	-14.0134	0	0.750995	0.420133	49
3866	5412	-260.216	0	0.783815	0.526892	49
3866	5411	-260.216	0	0.790129	0.460639	49
3866	5410	-260.209	0	0.784429	0.528568	49
5565	5613	-21.9844	0	0.761163	0.424678	49
3813	3893	-6.04498	0	0.748498	0.420709	49
5084	5089	-2.02167	0	0.749962	0.431654	49
4370	4394	-2.0155	0	0.767689	0.494261	49
5161	5203	-9.98364	0	0.730002	0.419221	49
277	373	-17.0263	0	0.771657	0.54197	49
2553	2859	-21.9863	0	0.775976	0.407804	49
5019	5031	-2.01654	0	0.89345	0.51508	49
5016	5239	-54.0464	0	0.786819	0.438256	49
4283	4305	-2.01788	0	0.808603	0.486057	49
4282	4303	-2.01215	0	0.77973	0.547289	49
3204	3375	-14.0136	0	0.850908	0.440174	49
5029	5162	-28.0358	0	0.754105	0.433939	49
5031	5485	-162.053	0	0.869358	0.460409	49
4609	4866	-40.0325	0	0.745937	0.419432	49
4283	4285	-0.00219727	0	0.849602	0.465291	49
2646	3204	-44.0972	0	0.752695	0.437891	49
4797	5188	-80.0618	0	0.759582	0.415849	49
5200	5584	-162.054	0	0.781256	0.464994	49
4006	4285	-21.984	0	0.768695	0.40165	49
4006	4283	-21.9818	0	0.750086	0.480298	49
294	393	-17.0271	0	0.791456	0.428819	49
5084	5247	-40.0266	0	0.748137	0.427159	49
4283	4599	-32.0595	0	0.724401	0.442796	49
3940	4483	-44.061	0	0.786605	0.404431	49
5140	5151	-2.01227	0	0.844172	0.421285	49
3538	3866	-26.0164	0	0.857977	0.543902	49
5249	5252	-0.00177002	0	0.731371	0.424816	49
5154	5548	-162.052	0	0.798948	0.43438	49
5015	5199	-42.0451	0	0.739416	0.463529	49
3741	4245	-38.0165	0	0.739261	0.476239	49
5550	5555	-2.02258	0	0.765194	0.405536	49
5550	5551	-1.0025	0	0.879409	0.412755	49
3610	3786	-14.0173	0	0.746189	0.557009	49
3842	5140	-162.055	0	0.807088	0.43285	49
4283	5621	-324.109	0	0.721926	0.440449	49
5211	5411	-82.1138	0	0.731369	0.410458	49
2553	2721	-12.0003	0	0.83246	0.416454	49
3786	3967	-14.0146	0	0.741148	0.510611	49
4866	5188	-68.0609	0	0.724979	0.408845	49
2859	3204	-28.067	0	0.786816	0.453217	49
3538	3893	-28.0314	0	0.806419	0.451409	49
