CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex
5340	5403	-31.9855	0	0.67325	0.541332	392
4887	4899	-2.01599	0	0.645949	0.45527	392
5226	5229	-2.01709	0	0.700499	0.516243	392
4887	5508	-194.229	0	0.644357	0.499297	392
4937	5028	-19.9696	0	0.655095	0.472787	392
4499	5204	-124.089	0	0.693428	0.461972	392
5152	5226	-21.9856	0	0.661669	0.423957	392
5226	5340	-40.0342	0	0.724758	0.512599	392
4482	4499	-2.01886	0	0.648127	0.474308	392
5403	5477	-40.0333	0	0.668379	0.538085	392
5036	5047	-2.01514	0	0.695825	0.444195	392
5167	5226	-15.9942	0	0.644899	0.448526	392
4887	5028	-28.0319	0	0.686917	0.487789	392
5152	5157	-2.01746	0	0.675839	0.500584	392
5508	5579	-31.9872	0	0.641688	0.513297	392
4668	5226	-112.086	0	0.655117	0.460404	392
4668	5340	-152.12	0	0.652082	0.458639	392
5157	5204	-12.0028	0	0.702401	0.490356	392
4924	5047	-26.0156	0	0.651354	0.406623	392
5195	5204	-2.01971	0	0.680486	0.454808	392
4924	5028	-21.9854	0	0.780869	0.528463	392
4937	5036	-21.9846	0	0.72909	0.44244	392
5340	5508	-80.0633	0	0.659229	0.46574	392
5204	5212	-2.01636	0	0.652325	0.465825	392
5227	5340	-40.0322	0	0.643493	0.457872	392
5152	5195	-12.0005	0	0.647391	0.435575	392
4937	5047	-23.9998	0	0.766702	0.481521	392
5226	5508	-120.097	0	0.657683	0.477421	392
5349	5403	-27.9943	0	0.650406	0.516022	392
4924	4937	-2.01581	0	0.764926	0.503061	392
4667	4673	-1.10431	0	0.807401	0.440841	395
4604	4606	-0.502075	0	0.817053	0.559235	395
4667	4674	-1.10449	0	0.811356	0.564842	395
4675	4677	-705.092	0	0.840874	0.496894	395
4675	4676	-0.00012207	0	0.834679	0.543579	395
4673	4677	-705.594	0	0.80558	0.475055	395
4673	4676	-0.501953	0	0.817053	0.560236	395
4673	4675	-0.501831	0	0.868681	0.604553	395
4606	4676	-7.9975	0	0.854795	0.45874	395
4604	4673	-7.99762	0	0.824808	0.471335	395
4675	5500	-229.189	0	0.816129	0.509372	395
4670	4673	-1.00574	0	0.828204	0.457985	395
4604	4677	-713.591	0	0.803346	0.527568	395
4604	4675	-8.49945	0	0.833097	0.486853	395
4676	5500	-229.189	0	0.902231	0.503548	395
4606	4675	-7.99738	0	0.824187	0.450123	395
1844	1851	-0.00262451	0	0.703561	0.511431	403
4537	4649	-14.0139	0	0.686348	0.483446	404
693	699	-0.000976562	0	0.782714	0.503414	406
542	869	-27.998	0	0.781954	0.509876	408
539	542	-0.000335693	0	0.782049	0.532342	408
562	759	-16.0311	0	0.831141	0.58688	411
562	767	-16.0325	0	0.833429	0.588077	411
541	767	-18.011	0	0.821668	0.557468	411
759	767	-0.00140381	0	0.872718	0.593616	411
545	706	-14.0151	0	0.813764	0.614868	415
545	705	-14.0146	0	0.828815	0.487933	415
705	706	-0.000518799	0	0.838975	0.492843	415
2483	2675	-14.0159	0	0.81821	0.5775	418
310	400	-15.9915	0	0.539438	0.429623	419
310	499	-29.9728	0	0.529132	0.465923	419
4530	4548	-2.01575	0	0.817141	0.529802	420
757	764	-0.00326538	0	0.776908	0.549427	422
5564	5612	-21.9847	0	0.707907	0.505031	426
2122	5610	-482.383	0	0.798486	0.429774	427
415	647	-28.0311	0	0.754876	0.423866	431
1388	1400	-0.00183105	0	0.829846	0.453346	433
1388	1393	-0.000640869	0	0.872556	0.496999	433
1390	1393	-0.000488281	0	0.846001	0.558781	433
1388	1390	-0.000152588	0	0.822229	0.461798	433
1393	1400	-0.00119019	0	0.854855	0.544558	433
3827	4202	-28.0272	0	0.878797	0.587955	439
3826	3828	-0.00195312	0	0.801369	0.549531	440
2746	2835	-5.9527	0	0.827403	0.491439	442
2746	3823	-84.0916	0	0.826093	0.551795	442
2835	3823	-78.1389	0	0.843938	0.489394	442
1234	1236	-0.000671387	0	0.868807	0.447586	444
1210	2704	-95.0294	0	0.803823	0.545158	444
1234	2704	-94.0419	0	0.829632	0.53712	444
809	1236	-28.0327	0	0.861382	0.464983	444
1507	1523	-1.00266	0	0.830976	0.456702	444
1492	1493	-0.000305176	0	0.864018	0.444879	444
1234	3572	-162.053	0	0.843417	0.493419	444
3572	3784	-17.0249	0	0.805958	0.408012	444
1507	5381	-411.338	0	0.806921	0.453179	444
1219	3572	-163.038	0	0.821186	0.542473	444
809	1008	-14.0162	0	0.856132	0.412242	444
1210	1234	-0.987518	0	0.816552	0.515497	444
3572	5381	-266.311	0	0.848569	0.535421	444
1236	1507	-17.0253	0	0.836347	0.554278	444
1234	5381	-428.364	0	0.818457	0.48715	444
1008	1236	-14.0165	0	0.894178	0.531197	444
3380	3572	-14.0176	0	0.810226	0.420672	444
1219	2704	-95.0263	0	0.803333	0.419894	444
1236	3572	-162.053	0	0.862231	0.506269	444
1219	1234	-0.984406	0	0.836645	0.50306	444
1219	1236	-0.985077	0	0.856499	0.561172	444
809	1234	-28.0321	0	0.846481	0.554114	444
1234	1507	-17.0259	0	0.801574	0.447045	444
2704	3572	-68.0113	0	0.817553	0.438814	444
1008	1493	-30.0101	0	0.809007	0.583678	444
1236	1492	-15.9933	0	0.806398	0.510617	444
1236	1493	-15.9936	0	0.821558	0.505018	444
2704	5381	-334.322	0	0.803633	0.456574	444
1236	5381	-428.363	0	0.84248	0.455225	444
2770	3584	-63.0334	0	0.763056	0.463201	449
3752	4298	-42.0102	0	0.741986	0.559656	449
2770	3752	-77.0476	0	0.851654	0.491538	449
3584	3752	-14.0142	0	0.888309	0.616984	449
3585	3753	-14.0151	0	0.689312	0.537927	450
3931	4469	-43.9813	0	0.643116	0.456274	450
3585	4469	-72.0092	0	0.656455	0.443915	450
3753	3931	-14.0128	0	0.672337	0.51443	450
3585	3931	-28.0279	0	0.701847	0.531382	450
4281	4301	-2.01575	0	0.75859	0.43188	451
357	365	-0.000610352	0	0.848023	0.413061	454
357	362	-0.000244141	0	0.877941	0.553591	454
357	360	-0.000183105	0	0.89907	0.576995	454
354	360	-0.000671387	0	0.857996	0.546659	454
354	362	-0.000732422	0	0.850956	0.523534	454
356	365	-0.000640869	0	0.830066	0.445574	454
356	362	-0.000274658	0	0.864937	0.60159	454
356	360	-0.000213623	0	0.876689	0.606352	454
355	360	-0.000244141	0	0.876353	0.592841	454
360	365	-0.000427246	0	0.840461	0.449101	454
355	362	-0.000305176	0	0.857815	0.575332	454
360	362	-6.10352e-05	0	0.871585	0.584524	454
359	360	-3.05176e-05	0	0.881835	0.55838	454
354	359	-0.000640869	0	0.851239	0.609576	454
357	359	-0.000152588	0	0.88363	0.511133	454
354	355	-0.000427246	0	0.836689	0.5068	454
354	356	-0.000457764	0	0.843655	0.528704	454
354	357	-0.000488281	0	0.859295	0.492497	454
356	359	-0.000183105	0	0.867779	0.559248	454
356	357	-3.05176e-05	0	0.880805	0.568632	454
359	365	-0.000457764	0	0.837006	0.508948	454
355	359	-0.000213623	0	0.86342	0.535495	454
359	362	-9.15527e-05	0	0.863116	0.5353	454
355	357	-6.10352e-05	0	0.880029	0.584493	454
355	356	-3.05176e-05	0	0.895653	0.615786	454
5118	5276	-40.0308	0	0.602516	0.496085	458
5276	5334	-26.0511	0	0.585547	0.445506	458
384	789	-42.0095	0	0.734382	0.460293	459
353	488	-17.0264	0	0.794415	0.416548	460
386	488	-13.979	0	0.802324	0.52017	460
4752	4763	-2.01764	0	0.86256	0.488729	465
1076	1106	-2.01355	0	0.802446	0.565372	467
1473	3755	-162.053	0	0.736473	0.434598	473
935	3755	-196.083	0	0.613227	0.430908	473
935	1473	-34.0301	0	0.711054	0.552239	473
3671	4633	-84.0999	0	0.863271	0.415404	474
2192	2197	-0.0289917	0	0.991384	0.992348	475
2192	2199	-0.0314636	0	0.691686	0.500428	475
1937	1950	-0.0376892	0	0.738965	0.507842	480
1950	2198	-15.9924	0	0.776504	0.525778	480
1926	2203	-17.0265	0	0.634587	0.504851	485
2188	2200	-0.0352783	0	0.625692	0.492383	485
2188	2203	-0.0368652	0	0.671467	0.497197	485
1968	2203	-14.0176	0	0.663839	0.504443	485
2159	2207	-2.01544	0	0.78134	0.501632	490
2208	2766	-42.0082	0	0.761934	0.522493	491
2209	2603	-28.032	0	0.803649	0.466844	492
2400	2603	-14.0162	0	0.590109	0.414038	492
2428	2432	-0.00305176	0	0.839687	0.535051	494
1776	2432	-42.0111	0	0.787542	0.467933	494
1776	2428	-42.008	0	0.775809	0.458646	494
2389	2429	-2.01495	0	0.766189	0.424656	495
4800	4812	-2.01483	0	0.653945	0.537062	496
4587	4800	-31.9907	0	0.621458	0.519875	496
50	166	-35.037	0	0.736738	0.611669	505
166	222	-15.9953	0	0.675906	0.585358	505
50	222	-51.0323	0	0.641903	0.506211	505
184	222	-14.0154	0	0.544327	0.418239	505
3469	3688	-17.0265	0	0.717995	0.5632	509
4521	5081	-95.0676	0	0.766914	0.456874	514
3212	4358	-91.0641	0	0.703412	0.502544	516
2515	3426	-70.0758	0	0.701759	0.414426	519
3426	3614	-14.0165	0	0.750291	0.49588	519
2320	2516	-14.0199	0	0.592232	0.423145	520
2858	3086	-18.0128	0	0.69072	0.578367	524
2513	2717	-14.0198	0	0.666162	0.516444	524
2716	2717	-0.000976562	0	0.668693	0.540702	524
2716	3086	-28.0275	0	0.667184	0.501283	524
2717	3086	-28.0265	0	0.763915	0.56257	524
2717	2858	-10.0137	0	0.694183	0.564098	524
2586	3133	-42.0501	0	0.757522	0.447238	526
2586	2735	-12.002	0	0.723667	0.5047	526
5296	5341	-18.011	0	0.74388	0.464177	531
5297	5333	-15.9966	0	0.611348	0.499097	532
5196	5233	-12.0015	0	0.808958	0.565382	535
5196	5197	-0.000854492	0	0.792968	0.489777	535
5233	5352	-42.0104	0	0.799445	0.555458	535
5290	5352	-26.0146	0	0.860568	0.55735	535
5242	5323	-28.0317	0	0.858993	0.515003	535
5075	5242	-42.0116	0	0.853714	0.568085	535
5197	5198	-0.00238037	0	0.841683	0.476813	535
5198	5242	-13.9788	0	0.856482	0.551941	535
5198	5243	-14.0131	0	0.807976	0.401003	535
5198	5323	-42.0106	0	0.841047	0.494095	535
5196	5243	-14.0163	0	0.785949	0.595354	535
5197	5233	-12.0007	0	0.824329	0.555181	535
5075	5146	-14.0155	0	0.832931	0.409311	535
5075	5323	-70.0433	0	0.822162	0.479577	535
5014	5197	-42.0117	0	0.795436	0.603771	535
5146	5352	-68.0259	0	0.803584	0.530447	535
4999	5014	-2.01569	0	0.793321	0.586389	535
5014	5233	-54.0124	0	0.775188	0.536091	535
5146	5233	-26.0156	0	0.834299	0.574815	535
5187	5196	-2.01349	0	0.763621	0.40682	535
5075	5197	-28.0304	0	0.834309	0.479045	535
5242	5290	-14.0152	0	0.850387	0.481271	535
5014	5146	-27.9968	0	0.781439	0.517272	535
5290	5323	-14.0165	0	0.88185	0.434448	535
5198	5233	-11.9983	0	0.843615	0.446128	535
5233	5242	-1.98053	0	0.802501	0.400176	535
5233	5243	-2.01477	0	0.806803	0.559025	535
5242	5352	-40.0298	0	0.830931	0.430255	535
5198	5352	-54.0087	0	0.811229	0.462974	535
5075	5290	-56.0268	0	0.814016	0.513711	535
5243	5290	-13.981	0	0.769934	0.450743	535
5146	5290	-42.0113	0	0.799563	0.477302	535
5196	5290	-27.9973	0	0.771458	0.445032	535
4999	5187	-42.0131	0	0.776607	0.490911	535
5014	5198	-42.0141	0	0.806126	0.488297	535
5075	5233	-40.0311	0	0.822351	0.437037	535
5014	5196	-42.0109	0	0.815263	0.515546	535
5197	5243	-14.0154	0	0.789256	0.50858	535
5197	5242	-13.9812	0	0.828948	0.44169	535
5233	5290	-15.9957	0	0.81346	0.512634	535
5198	5290	-27.994	0	0.834788	0.525064	535
5146	5197	-14.0149	0	0.835593	0.528713	535
5146	5196	-14.014	0	0.821256	0.615443	535
5075	5198	-28.0328	0	0.861619	0.585063	535
5146	5243	-28.0303	0	0.811419	0.608189	535
5014	5075	-13.9813	0	0.800919	0.495001	535
5197	5290	-27.9964	0	0.814272	0.548265	535
5146	5198	-14.0173	0	0.858112	0.422264	535
5075	5352	-82.0414	0	0.799754	0.458054	535
5197	5352	-54.011	0	0.796295	0.573518	535
4669	5286	-129.994	0	0.685757	0.460441	536
5286	5313	-13.9786	0	0.695728	0.431165	536
5313	5372	-21.9844	0	0.683534	0.456293	536
5286	5291	-2.01337	0	0.750713	0.444126	536
5291	5313	-11.9653	0	0.695192	0.410028	536
3179	3537	-28.0302	0	0.741045	0.496788	540
4901	5051	-29.9671	0	0.747056	0.488219	543
1816	2103	-18.0253	0	0.599155	0.476587	546
1819	1823	-0.0010376	0	0.78726	0.542051	550
1064	1070	-0.000488281	0	0.809681	0.456741	550
1064	1819	-42.0091	0	0.82666	0.586479	550
4336	4337	-0.00170898	0	1.0	1.0	551
1084	1089	-0.0229187	0	0.850408	0.465083	552
1089	1292	-14.0161	0	0.817087	0.413653	552
1084	1087	-0.0210571	0	0.77627	0.408646	552
1087	1089	-0.00186157	0	0.821453	0.466507	552
1562	1607	-2.01532	0	0.661666	0.504726	563
4954	5651	-244.682	0	0.762054	0.586877	566
806	807	-0.00183105	0	0.834654	0.420021	569
3321	3483	-11.9976	0	0.698967	0.462429	572
3321	3508	-13.9796	0	0.725768	0.548413	572
2783	3324	-42.0102	0	0.815275	0.562987	574
3128	3325	-15.9933	0	0.762759	0.556857	575
2824	3500	-52.0322	0	0.73144	0.540809	579
3254	3611	-28.024	0	0.81249	0.515165	579
2824	2826	-0.000488281	0	0.750689	0.480598	579
3254	3500	-17.978	0	0.788847	0.562462	579
3254	3589	-26.0195	0	0.807483	0.555981	579
2390	2824	-31.9899	0	0.739593	0.422261	579
3500	3950	-37.0211	0	0.73736	0.539522	579
3589	3611	-2.00458	0	0.831396	0.541428	579
1733	2385	-42.0096	0	0.849679	0.512946	581
1460	1775	-17.0262	0	0.820861	0.523609	581
1733	1775	-2.01538	0	0.819207	0.499132	581
322	323	-9.15527e-05	0	0.766328	0.548686	588
321	323	-0.00158691	0	0.764079	0.567552	588
323	324	-0.000396729	0	0.786645	0.537412	588
322	324	-0.000488281	0	0.793819	0.577337	588
321	324	-0.00198364	0	0.799181	0.578748	588
321	322	-0.00149536	0	0.779011	0.578634	588
2634	2999	-28.0304	0	0.692804	0.429974	590
2634	2998	-28.0293	0	0.736882	0.451565	590
2633	3186	-44.0265	0	0.827785	0.542082	591
2632	2980	-26.0168	0	0.825578	0.496311	591
959	1103	-11.9991	0	0.80627	0.500492	591
2979	3186	-18.012	0	0.839672	0.532916	591
2979	2980	-0.00140381	0	0.830475	0.535377	591
2610	2947	-26.0153	0	0.85057	0.599362	591
2632	2633	-0.000854492	0	0.84695	0.56217	591
1103	2979	-120.056	0	0.804331	0.495952	591
2633	2979	-26.0145	0	0.849547	0.570572	591
2632	3186	-44.0273	0	0.840777	0.561523	591
1103	2633	-94.0414	0	0.808341	0.528151	591
959	1158	-14.0131	0	0.834823	0.491367	591
1103	1158	-2.01398	0	0.824633	0.616662	591
2633	2980	-26.0159	0	0.809122	0.511658	591
2480	2633	-12.0005	0	0.808803	0.571104	591
2480	2632	-11.9996	0	0.858568	0.570343	591
2980	3186	-18.0106	0	0.816854	0.478912	591
1822	2947	-78.0471	0	0.816625	0.573079	591
2632	2979	-26.0154	0	0.868337	0.570153	591
1822	2610	-52.0318	0	0.820516	0.53051	591
2610	2633	-2.01489	0	0.820423	0.582818	591
1165	1167	-0.0012207	0	0.851577	0.481579	592
1155	1160	-0.00253296	0	0.822741	0.485099	592
1155	1165	-0.00326538	0	0.808213	0.423332	592
1155	1167	-0.00448608	0	0.823628	0.488161	592
1163	1165	-0.000274658	0	0.798224	0.542192	592
1160	1165	-0.000732422	0	0.851727	0.481459	592
1163	1167	-0.00149536	0	0.809929	0.475316	592
1160	1167	-0.00195312	0	1.0	1.0	592
1160	1163	-0.000457764	0	0.806829	0.471074	592
1312	1362	-2.01489	0	0.827271	0.57858	597
1307	1312	-0.000274658	0	0.831521	0.535025	597
1150	1300	-11.9994	0	0.80174	0.609948	597
1300	1362	-2.01562	0	0.81915	0.574179	597
1150	1312	-12.0002	0	0.816929	0.600605	597
1300	1307	-0.000457764	0	0.824951	0.543668	597
1300	1312	-0.000732422	0	0.850926	0.589177	597
5517	5518	-0.00189209	0	1.0	1.0	600
787	1552	-52.0312	0	0.737405	0.52957	607
1552	2667	-68.1016	0	0.593663	0.444375	607
59	65	-2.01553	0	0.638083	0.544409	608
43	58	-2.01556	0	0.64481	0.551897	609
3011	3035	-2.01434	0	0.782782	0.44657	612
3011	3036	-2.01483	0	0.598919	0.436563	612
2996	3336	-28.0285	0	0.762842	0.546598	615
2636	2997	-28.0258	0	0.687785	0.431501	616
536	700	-14.0164	0	0.851629	0.611913	618
731	732	-0.000488281	0	0.844591	0.543184	618
566	732	-14.017	0	0.838581	0.528788	618
566	731	-14.0165	0	0.837309	0.51024	618
700	732	-2.01501	0	0.80372	0.547653	618
3	9	-14.0158	0	0.708234	0.512758	633
3812	4500	-56.051	0	0.665223	0.446622	643
3571	3596	-2.01599	0	0.833278	0.475313	644
3272	3499	-17.0255	0	0.866084	0.446798	644
3239	3571	-26.0154	0	0.869915	0.47176	644
3571	3810	-19.0413	0	0.810587	0.445311	644
3272	3459	-15.0097	0	0.858638	0.408667	644
3239	3596	-28.0314	0	0.861417	0.433472	644
2036	3239	-89.0507	0	0.896688	0.445165	644
3459	3499	-2.01581	0	0.881243	0.419224	644
3239	3783	-43.042	0	0.834772	0.465947	644
1741	3239	-106.069	0	0.874539	0.430774	644
1741	3596	-134.1	0	0.859434	0.430588	644
3239	3810	-45.0566	0	0.857002	0.46419	644
3596	3899	-24.0192	0	0.809965	0.402287	644
2036	3571	-115.066	0	0.825045	0.421182	644
3783	3810	-2.01465	0	0.89712	0.55667	644
1741	3783	-149.111	0	0.792406	0.403597	644
3571	3783	-17.0266	0	0.904077	0.50259	644
1741	2036	-17.0182	0	0.880353	0.472869	644
3499	3596	-8.98834	0	0.856432	0.446399	644
3596	3783	-15.0106	0	0.806938	0.405691	644
1229	2036	-46.9999	0	0.683604	0.44068	644
3464	3815	-28.0253	0	0.806236	0.511702	647
3960	4299	-26.0154	0	0.75752	0.4458	653
1417	1422	-0.00274658	0	0.850725	0.525629	656
4519	4647	-15.9936	0	0.751419	0.508176	662
4536	4743	-27.021	0	0.700923	0.4511	662
4536	4647	-13.9808	0	0.76578	0.467134	662
4519	4536	-2.01282	0	0.814972	0.510973	662
1916	2183	-17.0253	0	0.641667	0.515918	664
1916	2131	-14.0128	0	0.654068	0.522786	664
468	2182	-117.078	0	0.7798	0.496795	665
1495	1799	-17.0258	0	0.75137	0.527507	666
5524	5525	-1.00269	0	0.827728	0.483914	666
1802	5524	-462.371	0	0.779471	0.421168	666
1799	5474	-445.345	0	0.808427	0.41878	666
1797	5474	-445.346	0	0.774531	0.464058	666
5177	5524	-140.047	0	0.762996	0.472606	666
1495	1802	-17.0265	0	0.763211	0.484212	666
1495	1803	-17.0272	0	0.806323	0.470885	666
1495	1496	-0.0103149	0	0.761488	0.430024	666
1802	2084	-18.0085	0	0.795994	0.441036	666
1800	2084	-18.0091	0	0.757042	0.429089	666
1494	1803	-17.0277	0	0.798318	0.451015	666
1494	1802	-17.027	0	0.755684	0.491472	666
2084	5577	-468.397	0	0.759244	0.41371	666
5525	5577	-23.0321	0	0.806305	0.452505	666
5524	5577	-24.0348	0	0.865187	0.476356	666
1494	1496	-0.0108032	0	0.753132	0.437978	666
1797	1799	-0.000366211	0	0.790231	0.444537	666
1494	1495	-0.000488281	0	0.84927	0.535139	666
2084	5524	-444.362	0	0.785507	0.438842	666
1882	2180	-18.0193	0	0.75801	0.49601	667
1882	2178	-18.0127	0	0.793059	0.450643	667
2178	2180	-0.00656128	0	0.827535	0.448179	667
2187	2230	-2.01447	0	0.817477	0.60994	668
217	220	-1.99744	0	0.836026	0.433086	675
158	220	-17.026	0	0.880533	0.527226	675
1920	1924	-0.0328369	0	0.548914	0.411307	681
1924	2214	-17.9781	0	0.637481	0.433657	681
5600	5650	-18.0111	0	0.765645	0.546259	683
79	155	-18.0113	0	0.764917	0.60306	688
31	79	-17.0262	0	0.741888	0.610692	688
32	155	-35.0367	0	0.775191	0.634093	688
80	155	-16.033	0	0.733976	0.569554	688
32	79	-17.0255	0	0.752604	0.620631	688
3917	4569	-56.0645	0	0.704951	0.46779	692
3919	4588	-58.0462	0	0.667504	0.410047	692
2435	3182	-58.0413	0	0.789596	0.475465	692
4941	4953	-2.02277	0	0.651329	0.464407	692
4569	4941	-58.0204	0	0.633815	0.427458	692
1479	4588	-232.171	0	0.733219	0.431305	692
4569	4953	-60.0432	0	0.63967	0.432736	692
4569	4588	-2.00317	0	0.759001	0.402951	692
3917	3919	-0.0214844	0	0.673252	0.420517	692
3182	4588	-116.088	0	0.71605	0.455827	692
1479	3182	-116.082	0	0.838062	0.453615	692
3919	4941	-114.063	0	0.610971	0.417559	692
1479	2435	-58.0409	0	0.84312	0.468548	692
1479	3919	-174.124	0	0.672254	0.401238	692
3919	4953	-116.086	0	0.607563	0.404387	692
3917	4941	-114.085	0	0.649668	0.453082	692
3917	4953	-116.108	0	0.629886	0.469922	692
2435	4588	-174.13	0	0.736916	0.484825	692
4588	4941	-56.0173	0	0.651747	0.400651	692
2568	2726	-11.9995	0	0.697696	0.53606	701
2174	2726	-40.0665	0	0.69514	0.522832	701
2567	2726	-12.0014	0	0.689788	0.491547	701
2174	2568	-28.067	0	0.691808	0.527277	701
2174	2567	-28.0651	0	0.691105	0.507654	701
2568	2595	-1.0307	0	0.6968	0.513899	701
5232	5310	-28.0311	0	0.848399	0.579017	710
5165	5231	-19.9709	0	0.806586	0.504164	710
5093	5231	-33.9842	0	0.852834	0.4442	710
5043	5172	-28.0318	0	0.809931	0.605744	710
5093	5310	-62.0156	0	0.822267	0.499222	710
5165	5232	-19.9712	0	0.831012	0.451672	710
5231	5310	-28.0314	0	0.799103	0.518444	710
5093	5232	-33.9844	0	0.826724	0.511566	710
5093	5172	-15.9943	0	0.795872	0.472267	710
5310	5357	-15.9944	0	0.809657	0.54519	710
5231	5232	-0.000244141	0	0.834952	0.493913	710
5043	5357	-90.0475	0	0.779068	0.558857	710
5172	5357	-62.0157	0	0.80287	0.532671	710
5171	5172	-0.000183105	0	0.750769	0.443044	710
4995	4996	-0.0010376	0	0.999999	1.0	717
4870	4990	-23.9972	0	0.851317	0.426199	719
4870	4979	-21.9833	0	0.869042	0.455761	719
4989	5003	-2.01331	0	0.830013	0.426554	719
4979	4989	-2.01111	0	0.867984	0.443578	719
4990	5003	-2.0105	0	0.839912	0.418701	719
4979	4990	-2.01392	0	0.860082	0.451043	719
1940	1984	-2.0152	0	0.866207	0.561619	726
1940	2153	-14.0191	0	0.801507	0.450621	726
2144	2153	-0.988708	0	0.948207	0.991643	726
401	4778	-343.276	0	0.79224	0.446156	731
601	811	-17.0253	0	0.807671	0.456831	731
401	811	-42.0113	0	0.816202	0.467555	731
814	865	-3.95905	0	0.58711	0.42779	734
865	1508	-40.0663	0	0.636412	0.419409	734
865	1544	-44.0265	0	0.619808	0.412688	734
1508	1518	-0.942657	0	0.76487	0.504135	734
1490	1955	-26.0156	0	0.656868	0.435351	742
1490	1954	-26.015	0	0.645462	0.43231	742
1915	1954	-2.01538	0	0.570844	0.402988	742
1954	1955	-0.000610352	0	0.73759	0.40103	742
1914	1954	-2.01562	0	0.651079	0.414329	742
1490	1915	-23.9996	0	0.598624	0.43706	742
1490	1914	-23.9994	0	0.619215	0.434217	742
3031	3339	-26.0166	0	0.714405	0.406848	746
1701	2343	-40.0281	0	0.822182	0.416656	750
2176	2343	-11.9998	0	0.80832	0.477779	750
1701	2176	-28.0283	0	0.904572	0.504561	750
1709	1714	-0.00585938	0	0.776223	0.544059	757
4573	4574	-0.000366211	0	0.795197	0.506215	762
4236	4355	-11.9984	0	0.786339	0.561589	762
4236	4574	-33.9847	0	0.800835	0.547924	762
1922	2772	-60.019	0	0.720774	0.509666	763
2530	3012	-35.0377	0	0.747758	0.543389	763
2975	3165	-15.9962	0	0.704579	0.568302	763
3165	3371	-17.0251	0	0.768518	0.644525	763
2403	2772	-28.0663	0	0.696693	0.490829	763
1922	3012	-77.0463	0	0.712058	0.569302	763
2975	3371	-33.0213	0	0.696258	0.552676	763
2530	2772	-18.0104	0	0.75404	0.51716	763
3012	3371	-29.9749	0	0.703537	0.583662	763
2975	2976	-0.00854492	0	0.760163	0.61323	763
2772	3012	-17.0272	0	0.809968	0.635643	763
1131	1290	-12.0073	0	0.741745	0.501779	765
1134	1291	-12.0105	0	0.688182	0.549609	765
1131	1134	-0.000915527	0	0.737179	0.482733	765
1131	1291	-12.0114	0	0.693594	0.497881	765
1129	1291	-12.0348	0	0.691089	0.496109	765
1129	1290	-12.0307	0	0.741375	0.505133	765
933	934	-0.00253296	0	1.0	0.999999	765
1129	1134	-0.0243225	0	0.734343	0.483947	765
933	1129	-14.0153	0	0.695551	0.459584	765
900	1290	-28.0093	0	0.700241	0.476464	765
1129	1131	-0.023407	0	1.0	0.999998	765
934	1129	-14.0127	0	0.697223	0.461867	765
900	1291	-28.0135	0	0.707478	0.493902	765
1290	1291	-0.00415039	0	0.710932	0.50119	765
1121	1122	-0.000152588	0	0.812399	0.581788	769
1122	1124	-0.00219727	0	0.827954	0.618442	769
1121	1124	-0.00234985	0	0.811535	0.583009	769
3655	4361	-56.0632	0	0.795396	0.479113	773
4160	4977	-104.045	0	0.579582	0.431739	779
524	4977	34.053	0	0.578616	0.44647	779
526	579	-4.03168	0	0.643235	0.503042	781
526	833	-26.0526	0	0.629795	0.476339	781
579	833	-22.0209	0	0.611444	0.465777	781
1017	1018	-0.00134277	0	0.78818	0.436104	782
629	864	-17.034	0	0.688872	0.437769	784
522	864	-28.0392	0	0.81178	0.411552	784
4198	4229	-2.0119	0	0.768916	0.518164	790
1238	1710	-28.0308	0	0.811951	0.489908	792
438	441	-0.000183105	0	0.804546	0.555451	799
434	438	-0.000732422	0	0.78588	0.487756	799
434	442	-0.00128174	0	0.789248	0.566915	799
431	436	-0.0020752	0	0.795855	0.498575	801
3801	4051	-18.0168	0	0.701306	0.408132	810
3446	3800	-28.0404	0	0.689713	0.404704	811
3803	3957	-12.0216	0	0.532211	0.407969	812
3957	4958	-114.069	0	0.537253	0.40084	812
4684	4787	-15.994	0	0.746247	0.424668	816
3189	4779	-142.135	0	0.79693	0.468045	823
3412	4779	-124.125	0	0.723525	0.438658	823
3189	3412	-18.0102	0	0.723134	0.536393	823
2465	2466	-0.0020752	0	0.780599	0.504005	830
577	582	-0.108734	0	0.869219	0.572215	832
996	1452	-28.0316	0	0.69073	0.4755	832
577	1452	-60.0207	0	0.663402	0.491851	832
238	2083	-148.088	0	0.645695	0.403739	833
237	410	-30.0108	0	0.746954	0.503343	838
181	189	-2.01572	0	0.604715	0.434775	839
189	230	-14.0156	0	0.645647	0.408048	839
144	189	-15.9949	0	0.687278	0.553882	839
137	138	-3.05176e-05	0	0.564196	0.428633	839
137	189	-17.0263	0	0.563825	0.475495	839
69	144	-17.0267	0	0.63779	0.408393	839
144	181	-13.9792	0	0.740411	0.466746	839
188	230	-14.0157	0	0.575544	0.457088	839
144	190	-15.9968	0	0.592465	0.42256	839
138	186	-15.9961	0	0.60621	0.524346	839
137	186	-15.9961	0	0.584705	0.418262	839
67	137	-18.0102	0	0.588413	0.553309	839
189	190	-0.00186157	0	0.638367	0.443846	839
5148	5150	-0.0020752	0	0.728696	0.448805	842
64	140	-18.0111	0	0.551684	0.425545	855
679	1052	-28.0344	0	0.720234	0.482737	857
