shared.name	CF_componentindex	CF_kingdom	CF_superclass	CF_class	CF_subclass	CF_directparent	CF_substituents	CF_kingdom_scores	CF_superclass_scores	CF_class_scores	CF_subclass_scores	CF_directparent_scores	CF_substituents_scores
4556	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
297	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
2831	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4290	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
3502	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4107	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
2832	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4108	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4882	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4596	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
2801	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4288	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
3886	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
3916	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4582	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4789	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4063	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
3518	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4568	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
3181	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4460	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4077	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4267	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4134	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
2278	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
3888	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4940	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4784	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
3844	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4302	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4597	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
3163	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4109	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
2802	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
3913	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4287	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4496	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4323	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4078	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4871	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
3331	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4289	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
3021	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
3541	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
1030	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
2261	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4584	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4765	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4790	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4565	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4950	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4137	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
3140	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
309	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
932	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
4774	48	Organic compounds	Lipids and lipid-like molecules;Phenylpropanoids and polyketides	Cinnamic acids and derivatives;Prenol lipids	Diterpenoids;Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives;Diterpenoids	Carbonyl group;Ether;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Phenol ether;Phenoxy compound;Secondary alcohol;Styrene	1	0.5	0.5	0.5	0.5	0.045;0.045;0.045;0.045;0.045;0.045;0.023;0.023;0.023;0.023
