cluster.index	CF_componentindex	CF_kingdom	CF_superclass	CF_class	CF_subclass	CF_directparent	CF_substituents	CF_kingdom_scores	CF_superclass_scores	CF_class_scores	CF_subclass_scores	CF_directparent_scores	CF_substituents_scores
4511	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1042	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1832	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1921	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4531	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4359	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4487	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1650	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
2870	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4360	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
3153	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4443	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1964	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
3385	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
670	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
2844	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
2728	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4217	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4394	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4474	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4365	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1824	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
2882	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1108	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4108	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
2833	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1977	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4403	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1980	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1808	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
3476	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
2894	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
646	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4625	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4422	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1956	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
5309	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1997	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1911	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1949	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4540	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4384	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1058	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1636	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1835	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4378	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1838	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
3175	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
2854	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4555	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4450	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4503	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4818	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
2146	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4811	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1860	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4530	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1925	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1074	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4410	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
3610	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4090	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1062	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4220	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4553	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4239	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
1883	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
4016	10	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Alcohol;Carbonyl group;Carboxylic acid derivative;Carboxylic acid ester;Hydrocarbon derivative;Ketone;Monocarboxylic acid or derivatives;Organic oxide;Organic oxygen compound;Organooxygen compound	1	0.825	0.775	0.725	0.35	0.034;0.046;0.044;0.044;0.048;0.043;0.028;0.047;0.047;0.047
