cluster.index	CF_componentindex	CF_kingdom	CF_superclass	CF_class	CF_subclass	CF_directparent	CF_substituents	CF_kingdom_scores	CF_superclass_scores	CF_class_scores	CF_subclass_scores	CF_directparent_scores	CF_substituents_scores
2370	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
2377	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
741	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
960	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
450	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
338	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
264	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
479	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
409	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
2846	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
3734	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
468	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
513	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
5007	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
834	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
1056	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
1385	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
1126	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
4329	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
1422	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
1137	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
1447	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
5037	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
1545	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
2457	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
4619	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
4622	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
582	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
2927	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
880	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
954	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
900	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
123	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
893	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
699	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
3179	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
4893	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
4118	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
3419	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
4150	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
496	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
5177	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
2364	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
2485	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
5092	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
2332	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
1794	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
256	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
1428	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
211	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
3261	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
1005	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
625	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
4241	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
1046	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
462	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
51	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
753	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
580	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
702	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
2395	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
3533	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
5329	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
5142	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
4229	41	Organic compounds	Lipids and lipid-like molecules	Glycerolipids	Triradylcglycerols	Triacylglycerols	Carboxylic acid derivative;Carboxylic acid ester;Fatty acid ester;Fatty acyl;Hydrocarbon derivative;Organic oxide;Organic oxygen compound;Organooxygen compound;Triacyl-sn-glycerol;Tricarboxylic acid or derivatives	1	1	1	1	1	0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08;0.08
